numtc,step,date,lon,lat,vmax,pmin
1,1,2002-03-14 12:00:00,-46.4,25.2,18.831,1002.83
1,2,2002-03-14 18:00:00,-46.6,24.8,20.434,1003.58
1,3,2002-03-15 00:00:00,-46.8,25.0,19.173,1003.38
1,4,2002-03-15 06:00:00,-47.4,25.0,17.206,1005.48
2,1,2002-05-22 12:00:00,-85.6,16.4,17.871,1002.8
2,2,2002-05-22 18:00:00,-85.8,16.8,17.127,1002.1
2,3,2002-05-23 00:00:00,-85.6,17.4,17.682,999.74
2,4,2002-05-23 06:00:00,-85.2,18.0,20.642,998.38
2,5,2002-05-23 12:00:00,-85.2,18.6,22.167,995.0
2,6,2002-05-23 18:00:00,-84.8,19.2,25.928,991.74
2,7,2002-05-24 00:00:00,-84.2,20.0,29.144,987.6
2,8,2002-05-24 06:00:00,-83.6,20.4,27.142,989.26
2,9,2002-05-24 12:00:00,-83.2,21.0,25.448,991.39
2,10,2002-05-24 18:00:00,-82.8,21.8,26.816,990.44
3,1,2002-05-25 06:00:00,-82.8,23.2,22.044,997.74
3,2,2002-05-25 12:00:00,-83.0,24.2,23.15,996.78
3,3,2002-05-25 18:00:00,-82.6,24.8,22.413,995.88
3,4,2002-05-26 00:00:00,-81.8,25.8,19.805,995.67
3,5,2002-05-26 06:00:00,-81.6,26.4,20.101,996.03
3,6,2002-05-26 12:00:00,-81.0,27.2,19.979,997.48
3,7,2002-05-26 18:00:00,-80.4,28.8,24.162,992.8
3,8,2002-05-27 00:00:00,-80.0,29.4,26.817,989.04
4,1,2002-06-01 06:00:00,-87.0,18.8,18.105,1003.1
4,2,2002-06-01 12:00:00,-86.8,20.4,18.797,1001.35
4,3,2002-06-01 18:00:00,-86.0,21.8,19.74,999.48
4,4,2002-06-02 00:00:00,-85.2,23.2,21.938,995.17
4,5,2002-06-02 06:00:00,-84.4,24.6,24.524,993.02
5,1,2002-06-10 00:00:00,-88.4,12.2,20.052,1003.14
5,2,2002-06-10 06:00:00,-89.2,12.2,21.216,1000.68
5,3,2002-06-10 12:00:00,-90.0,12.2,22.912,997.76
5,4,2002-06-10 18:00:00,-90.6,12.2,25.09,994.47
5,5,2002-06-11 00:00:00,-91.4,12.4,29.426,989.68
5,6,2002-06-11 06:00:00,-92.4,12.6,34.722,985.12
5,7,2002-06-11 12:00:00,-93.2,12.6,33.705,982.24
5,8,2002-06-11 18:00:00,-93.6,12.8,36.0,981.57
5,9,2002-06-12 00:00:00,-94.2,13.0,36.508,978.41
5,10,2002-06-12 06:00:00,-95.0,13.2,39.002,974.59
5,11,2002-06-12 12:00:00,-95.8,13.2,38.355,974.63
5,12,2002-06-12 18:00:00,-96.2,13.2,40.639,972.47
5,13,2002-06-13 00:00:00,-96.6,13.4,41.528,969.39
5,14,2002-06-13 06:00:00,-97.0,13.6,42.0,967.97
5,15,2002-06-13 12:00:00,-97.4,13.6,41.823,971.46
5,16,2002-06-13 18:00:00,-97.6,13.8,39.876,976.09
5,17,2002-06-14 00:00:00,-97.8,14.2,36.046,981.2
5,18,2002-06-14 06:00:00,-98.2,15.0,33.629,984.74
5,19,2002-06-14 12:00:00,-98.8,15.6,30.79,988.76
5,20,2002-06-14 18:00:00,-99.4,16.2,26.618,993.06
6,1,2002-06-14 12:00:00,-85.4,19.2,20.427,998.75
6,2,2002-06-14 18:00:00,-84.6,20.2,21.453,996.49
6,3,2002-06-15 00:00:00,-84.2,21.0,27.585,991.01
6,4,2002-06-15 06:00:00,-83.6,21.8,27.544,986.45
6,5,2002-06-15 12:00:00,-83.2,23.0,34.876,978.9
6,6,2002-06-15 18:00:00,-82.6,23.8,40.304,967.1
6,7,2002-06-16 00:00:00,-81.6,24.8,44.382,960.62
6,8,2002-06-16 06:00:00,-80.4,25.8,45.46,961.88
6,9,2002-06-16 12:00:00,-78.8,27.0,47.995,958.87
6,10,2002-06-16 18:00:00,-77.2,28.6,51.148,957.82
7,1,2002-07-15 12:00:00,-59.6,10.4,18.816,1010.46
7,2,2002-07-15 18:00:00,-62.2,11.0,19.142,1011.68
7,3,2002-07-16 00:00:00,-65.0,11.6,20.19,1010.29
7,4,2002-07-16 06:00:00,-67.8,12.2,19.33,1010.32
7,5,2002-07-16 12:00:00,-70.6,12.8,20.259,1009.35
8,1,2002-07-18 12:00:00,-92.6,20.0,21.332,1007.65
8,2,2002-07-18 18:00:00,-94.4,20.4,22.624,1005.03
8,3,2002-07-19 00:00:00,-95.8,21.0,24.95,1003.49
8,4,2002-07-19 06:00:00,-96.6,21.4,23.13,1000.97
8,5,2002-07-19 12:00:00,-97.6,22.0,23.488,999.66
8,6,2002-07-19 18:00:00,-98.2,22.6,22.759,1001.94
9,1,2002-08-21 00:00:00,-60.4,29.0,22.923,1002.21
9,2,2002-08-21 06:00:00,-60.0,28.8,26.085,996.97
