numtc,step,date,lon,lat,vmax,pmin
1,1,1973-05-22 12:00:00,-83.4,13.2,22.977,995.33
1,2,1973-05-22 18:00:00,-83.2,14.0,24.281,995.01
1,3,1973-05-23 00:00:00,-83.2,15.2,24.802,994.05
1,4,1973-05-23 06:00:00,-83.2,15.8,29.498,990.55
1,5,1973-05-23 12:00:00,-82.8,17.0,30.165,986.73
1,6,1973-05-23 18:00:00,-82.4,18.0,29.865,986.87
2,1,1973-06-21 12:00:00,-94.6,27.0,18.596,1005.71
2,2,1973-06-21 18:00:00,-94.4,27.8,20.704,1001.83
2,3,1973-06-22 00:00:00,-93.6,28.4,24.89,1000.94
2,4,1973-06-22 06:00:00,-92.8,28.8,27.104,996.95
3,1,1973-06-26 18:00:00,-85.2,17.2,18.831,997.71
3,2,1973-06-27 00:00:00,-85.0,17.6,22.438,994.05
3,3,1973-06-27 06:00:00,-85.2,18.2,24.739,991.07
3,4,1973-06-27 12:00:00,-84.8,19.0,31.26,986.35
3,5,1973-06-27 18:00:00,-84.8,20.0,37.699,977.77
3,6,1973-06-28 00:00:00,-84.4,21.2,49.956,965.43
3,7,1973-06-28 06:00:00,-84.2,22.8,44.924,959.29
3,8,1973-06-28 12:00:00,-83.8,24.0,47.734,951.22
3,9,1973-06-28 18:00:00,-83.4,25.2,55.594,940.64
3,10,1973-06-29 00:00:00,-83.0,26.6,56.796,934.51
3,11,1973-06-29 06:00:00,-82.0,27.6,41.869,945.08
3,12,1973-06-29 12:00:00,-81.2,28.6,44.13,958.28
3,13,1973-06-29 18:00:00,-80.2,29.6,41.683,959.02
4,1,1973-06-29 06:00:00,-59.6,16.0,18.744,1010.06
4,2,1973-06-29 12:00:00,-61.0,17.0,20.512,1006.8
4,3,1973-06-29 18:00:00,-61.8,17.8,22.023,1005.33
4,4,1973-06-30 00:00:00,-62.4,18.8,23.685,1003.83
4,5,1973-06-30 06:00:00,-63.2,19.8,25.402,1002.21
4,6,1973-06-30 12:00:00,-64.0,20.8,26.01,999.2
4,7,1973-06-30 18:00:00,-64.8,21.8,27.433,998.17
4,8,1973-07-01 00:00:00,-65.4,23.0,29.376,997.0
4,9,1973-07-01 06:00:00,-65.8,24.0,27.794,996.43
4,10,1973-07-01 12:00:00,-66.2,24.8,32.242,990.03
4,11,1973-07-01 18:00:00,-66.2,25.6,32.074,991.58
4,12,1973-07-02 00:00:00,-66.0,26.4,32.459,990.16
4,13,1973-07-02 06:00:00,-65.8,27.2,33.776,988.04
4,14,1973-07-02 12:00:00,-65.8,27.8,34.767,987.1
4,15,1973-07-02 18:00:00,-65.4,28.4,32.224,991.3
4,16,1973-07-03 00:00:00,-65.0,28.8,29.558,993.18
4,17,1973-07-03 06:00:00,-64.4,29.4,30.275,991.83
5,1,1973-07-25 18:00:00,-95.2,13.0,25.553,997.14
5,2,1973-07-26 00:00:00,-96.2,13.4,28.863,993.97
5,3,1973-07-26 06:00:00,-97.6,13.8,31.026,989.63
5,4,1973-07-26 12:00:00,-99.0,14.0,35.613,984.15
6,1,1973-07-29 12:00:00,-94.4,23.0,26.731,995.67
6,2,1973-07-29 18:00:00,-95.2,23.8,32.848,985.01
6,3,1973-07-30 00:00:00,-96.0,24.6,39.819,976.06
6,4,1973-07-30 06:00:00,-96.6,25.4,38.213,976.36
6,5,1973-07-30 12:00:00,-97.2,26.4,40.153,975.16
6,6,1973-07-30 18:00:00,-97.8,27.4,37.399,979.4
6,7,1973-07-31 00:00:00,-98.4,28.4,27.281,986.68
6,8,1973-07-31 06:00:00,-98.6,29.0,22.291,993.38
6,9,1973-07-31 12:00:00,-98.6,29.8,19.479,1000.28
7,1,1973-07-30 06:00:00,-92.8,12.4,19.083,1005.9
7,2,1973-07-30 12:00:00,-93.6,12.4,20.064,1003.94
7,3,1973-07-30 18:00:00,-94.4,12.8,18.426,1004.02
7,4,1973-07-31 00:00:00,-95.2,13.0,17.86,1004.71
8,1,1973-08-03 12:00:00,-94.2,11.4,33.567,985.55
8,2,1973-08-03 18:00:00,-95.4,11.8,39.444,977.26
8,3,1973-08-04 00:00:00,-96.2,12.0,39.66,976.8
8,4,1973-08-04 06:00:00,-97.2,12.4,44.585,968.37
8,5,1973-08-04 12:00:00,-98.2,13.0,51.81,960.52
8,6,1973-08-04 18:00:00,-99.6,13.4,54.136,957.91
9,1,1973-08-19 18:00:00,-54.6,21.2,22.214,1004.88
9,2,1973-08-20 00:00:00,-55.4,22.2,23.602,1002.12
9,3,1973-08-20 06:00:00,-56.4,22.8,23.933,999.85
9,4,1973-08-20 12:00:00,-56.8,23.6,25.707,995.51
9,5,1973-08-20 18:00:00,-57.4,24.6,29.172,991.23
9,6,1973-08-21 00:00:00,-57.4,25.4,31.007,987.8
9,7,1973-08-21 06:00:00,-57.4,26.6,31.986,986.05
9,8,1973-08-21 12:00:00,-57.0,27.6,32.233,983.89
9,9,1973-08-21 18:00:00,-56.4,29.0,31.689,984.87
10,1,1973-09-14 00:00:00,-40.8,29.8,36.086,980.7
10,2,1973-09-14 06:00:00,-41.4,29.4,36.191,980.42
10,3,1973-09-14 12:00:00,-42.2,29.2,38.302,973.13
10,4,1973-09-14 18:00:00,-42.8,29.0,43.426,965.9
10,5,1973-09-15 00:00:00,-43.4,29.2,43.952,964.37
10,6,1973-09-15 06:00:00,-43.6,29.4,44.446,963.4
10,7,1973-09-15 12:00:00,-44.0,29.8,43.428,963.57
11,1,1973-09-14 06:00:00,-7.8,16.0,23.447,990.09
11,2,1973-09-14 12:00:00,-8.4,16.8,27.483,986.14
11,3,1973-09-14 18:00:00,-9.0,17.8,29.211,985.55
11,4,1973-09-15 00:00:00,-9.6,18.8,27.478,987.59
11,5,1973-09-15 06:00:00,-10.2,20.2,28.255,989.21
11,6,1973-09-15 12:00:00,-11.0,21.2,27.555,990.01
11,7,1973-09-15 18:00:00,-11.6,22.2,26.305,992.53
11,8,1973-09-16 00:00:00,-12.2,23.4,25.379,995.02
11,9,1973-09-16 06:00:00,-12.6,24.6,24.796,995.19
11,10,1973-09-16 12:00:00,-13.2,25.6,24.064,996.15
12,1,1973-09-14 06:00:00,-39.6,18.0,21.626,1000.31
12,2,1973-09-14 12:00:00,-40.4,18.4,23.927,995.69
12,3,1973-09-14 18:00:00,-41.4,18.8,27.345,992.43
12,4,1973-09-15 00:00:00,-42.2,19.4,28.679,989.16
12,5,1973-09-15 06:00:00,-42.8,20.2,30.491,984.3
12,6,1973-09-15 12:00:00,-43.6,21.0,34.764,982.25
12,7,1973-09-15 18:00:00,-44.4,21.8,39.402,978.16
12,8,1973-09-16 00:00:00,-45.0,22.4,43.906,973.28
12,9,1973-09-16 06:00:00,-45.6,23.4,44.689,970.47
12,10,1973-09-16 12:00:00,-46.2,24.6,46.176,967.85
12,11,1973-09-16 18:00:00,-47.0,25.6,47.458,967.67
12,12,1973-09-17 00:00:00,-47.8,26.6,47.021,966.35
12,13,1973-09-17 06:00:00,-48.4,27.4,49.88,961.61
12,14,1973-09-17 12:00:00,-49.0,28.2,52.403,958.84
12,15,1973-09-17 18:00:00,-49.8,29.0,53.778,956.78
13,1,1973-09-26 06:00:00,-74.6,29.4,58.038,933.45
13,2,1973-09-26 12:00:00,-75.4,28.6,60.369,930.2
13,3,1973-09-26 18:00:00,-76.4,28.2,64.369,923.28
13,4,1973-09-27 00:00:00,-77.6,28.0,67.171,917.94
13,5,1973-09-27 06:00:00,-79.0,28.0,67.57,915.67
13,6,1973-09-27 12:00:00,-80.8,28.0,60.681,929.15
13,7,1973-09-27 18:00:00,-82.4,28.0,31.709,970.12
13,8,1973-09-28 00:00:00,-83.8,28.2,35.417,976.83
13,9,1973-09-28 06:00:00,-85.2,28.4,39.419,974.33
13,10,1973-09-28 12:00:00,-86.4,28.6,36.554,972.33
13,11,1973-09-28 18:00:00,-87.2,28.8,38.555,967.77
13,12,1973-09-29 00:00:00,-87.8,29.4,43.027,964.63
13,13,1973-09-29 06:00:00,-88.4,29.8,37.985,965.04
14,1,1973-10-17 06:00:00,-83.2,15.0,17.471,998.93
14,2,1973-10-17 12:00:00,-83.8,15.6,17.468,997.3
14,3,1973-10-17 18:00:00,-84.0,16.4,19.038,996.85
14,4,1973-10-18 00:00:00,-84.4,17.0,21.82,994.12
14,5,1973-10-18 06:00:00,-84.4,17.4,24.395,991.9
14,6,1973-10-18 12:00:00,-84.6,18.0,28.799,988.02
14,7,1973-10-18 18:00:00,-84.6,18.6,32.622,983.85
14,8,1973-10-19 00:00:00,-85.0,19.2,37.323,976.76
14,9,1973-10-19 06:00:00,-85.2,19.8,38.266,971.2
14,10,1973-10-19 12:00:00,-85.0,20.6,42.081,962.9
14,11,1973-10-19 18:00:00,-85.2,21.4,44.776,958.15
14,12,1973-10-20 00:00:00,-85.2,22.0,44.301,957.92
14,13,1973-10-20 06:00:00,-84.6,22.8,41.357,961.56
14,14,1973-10-20 12:00:00,-84.0,23.4,43.131,964.18
14,15,1973-10-20 18:00:00,-83.4,24.2,43.757,964.93
14,16,1973-10-21 00:00:00,-82.2,25.0,41.396,965.36
14,17,1973-10-21 06:00:00,-80.8,25.6,30.375,976.6
15,1,1973-10-22 00:00:00,-76.6,27.0,24.056,990.27
15,2,1973-10-22 06:00:00,-75.6,27.0,26.431,993.86
15,3,1973-10-22 12:00:00,-74.4,27.0,23.571,995.18
15,4,1973-10-22 18:00:00,-73.0,27.6,21.547,996.34
15,5,1973-10-23 00:00:00,-71.6,27.6,19.679,996.3
15,6,1973-10-23 06:00:00,-70.2,28.0,25.015,995.09
16,1,1973-11-18 00:00:00,-36.0,29.8,30.126,975.55
16,2,1973-11-18 06:00:00,-35.6,28.8,31.745,971.7
16,3,1973-11-18 12:00:00,-34.8,28.4,34.53,965.13
16,4,1973-11-18 18:00:00,-34.0,28.2,40.058,959.23
16,5,1973-11-19 00:00:00,-33.0,28.4,42.132,955.96
16,6,1973-11-19 06:00:00,-31.8,28.6,43.979,955.4
16,7,1973-11-19 12:00:00,-30.4,29.2,43.863,954.41
