numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,2006-06-15 12:00:00,-85.8,11.6,16.25,3.477,1010.56,0.0
1,2,2006-06-15 18:00:00,-89.6,15.4,16.11,12.182,1009.45,0.0
1,3,2006-06-16 00:00:00,-91.0,19.8,25.73,14.272,1009.94,0.0
1,4,2006-06-16 06:00:00,-92.0,21.0,22.1,9.89,1007.4,0.0
1,5,2006-06-16 12:00:00,-94.4,19.4,27.13,13.286,1007.71,0.0
1,6,2006-06-16 18:00:00,-93.8,20.4,49.11,14.119,1007.36,0.0
1,7,2006-06-17 00:00:00,-93.6,21.4,51.54,15.766,1006.71,0.0
1,8,2006-06-17 06:00:00,-95.2,22.0,40.88,16.087,1005.45,0.0
1,9,2006-06-17 12:00:00,-95.6,21.6,34.13,13.542,1005.24,0.0
1,10,2006-06-17 18:00:00,-94.8,21.2,55.19,14.155,1004.41,0.0
1,11,2006-06-18 00:00:00,-95.6,21.8,59.9,18.077,1002.94,0.0
1,12,2006-06-18 06:00:00,-95.4,21.6,73.88,18.58,1000.84,0.0
1,13,2006-06-18 12:00:00,-95.0,21.4,125.56,21.413,997.66,0.0
1,14,2006-06-18 18:00:00,-94.8,21.4,165.84,24.828,993.71,0.0
1,15,2006-06-19 00:00:00,-94.4,21.2,130.93,24.714,993.53,0.0
1,16,2006-06-19 06:00:00,-94.2,21.4,145.8,24.976,993.36,0.0
1,17,2006-06-19 12:00:00,-93.8,21.4,148.23,24.576,994.07,0.0
1,18,2006-06-19 18:00:00,-93.4,21.6,133.27,24.623,993.91,0.0
1,19,2006-06-20 00:00:00,-93.2,21.8,113.2,23.284,995.58,0.0
1,20,2006-06-20 06:00:00,-93.0,22.4,108.11,22.105,996.67,0.0
1,21,2006-06-20 12:00:00,-93.0,22.8,114.92,23.501,995.45,0.0
1,22,2006-06-20 18:00:00,-93.0,23.6,141.34,25.557,993.57,0.0
1,23,2006-06-21 00:00:00,-93.0,24.4,160.4,27.923,991.87,0.0
1,24,2006-06-21 06:00:00,-93.6,25.2,167.35,28.647,988.79,1.0
1,25,2006-06-21 12:00:00,-94.2,25.8,191.96,31.671,984.36,1.0
