numtc,step,date,lon,lat,vmax,pmin
1,1,1969-06-29 18:00:00,-95.6,15.0,22.425,999.45
1,2,1969-06-30 00:00:00,-96.0,14.8,22.878,999.12
1,3,1969-06-30 06:00:00,-96.4,14.4,23.405,999.88
1,4,1969-06-30 12:00:00,-97.0,14.0,21.748,1000.57
2,1,1969-07-01 12:00:00,-92.6,12.4,17.033,1004.12
2,2,1969-07-01 18:00:00,-93.0,13.0,19.637,1002.77
2,3,1969-07-02 00:00:00,-93.4,13.6,22.604,1000.35
2,4,1969-07-02 06:00:00,-94.0,14.2,21.73,998.35
2,5,1969-07-02 12:00:00,-95.0,14.4,24.828,997.49
3,1,1969-07-08 12:00:00,-96.6,14.2,25.774,994.24
3,2,1969-07-08 18:00:00,-97.0,14.0,29.513,989.32
3,3,1969-07-09 00:00:00,-97.2,13.8,29.233,988.29
3,4,1969-07-09 06:00:00,-97.4,13.8,32.566,984.35
3,5,1969-07-09 12:00:00,-97.8,14.0,35.838,982.96
3,6,1969-07-09 18:00:00,-98.4,14.2,34.168,985.32
3,7,1969-07-10 00:00:00,-99.0,14.6,32.311,987.36
4,1,1969-07-10 06:00:00,-93.8,13.4,26.25,998.79
4,2,1969-07-10 12:00:00,-95.6,14.2,27.296,995.27
4,3,1969-07-10 18:00:00,-97.8,14.8,28.038,995.43
4,4,1969-07-11 00:00:00,-99.8,16.0,28.873,999.26
5,1,1969-07-19 06:00:00,-80.0,18.4,27.619,998.66
5,2,1969-07-19 12:00:00,-82.0,18.6,31.84,991.17
5,3,1969-07-19 18:00:00,-83.8,19.0,35.606,986.43
5,4,1969-07-20 00:00:00,-85.4,19.4,35.463,983.32
5,5,1969-07-20 06:00:00,-86.8,19.8,35.028,979.56
6,1,1969-07-21 00:00:00,-90.2,20.8,21.957,996.53
6,2,1969-07-21 06:00:00,-91.0,21.4,27.443,992.3
6,3,1969-07-21 12:00:00,-91.6,21.8,34.903,982.37
6,4,1969-07-21 18:00:00,-92.2,22.0,42.967,966.67
6,5,1969-07-22 00:00:00,-92.8,22.4,51.711,953.9
6,6,1969-07-22 06:00:00,-93.4,22.6,52.991,949.08
6,7,1969-07-22 12:00:00,-93.8,23.2,56.681,939.7
6,8,1969-07-22 18:00:00,-94.4,23.6,61.721,933.75
6,9,1969-07-23 00:00:00,-95.2,24.0,59.514,930.63
6,10,1969-07-23 06:00:00,-96.0,24.6,58.967,931.06
6,11,1969-07-23 12:00:00,-97.0,24.8,58.905,936.15
6,12,1969-07-23 18:00:00,-97.8,24.8,49.592,958.3
7,1,1969-08-13 00:00:00,-93.6,21.0,21.196,1000.71
7,2,1969-08-13 06:00:00,-94.0,22.0,23.395,997.8
7,3,1969-08-13 12:00:00,-94.2,23.0,27.002,994.73
7,4,1969-08-13 18:00:00,-94.8,24.2,26.862,989.75
7,5,1969-08-14 00:00:00,-95.8,25.0,31.258,980.55
7,6,1969-08-14 06:00:00,-96.4,25.4,36.35,971.1
7,7,1969-08-14 12:00:00,-97.4,25.6,44.605,962.21
7,8,1969-08-14 18:00:00,-98.4,25.6,33.303,974.31
7,9,1969-08-15 00:00:00,-99.2,25.4,23.002,990.84
8,1,1969-08-17 12:00:00,-36.4,16.6,18.611,1003.48
8,2,1969-08-17 18:00:00,-38.4,16.4,18.375,1004.72
8,3,1969-08-18 00:00:00,-39.8,16.2,17.557,1004.4
8,4,1969-08-18 06:00:00,-41.6,16.2,18.048,1005.07
8,5,1969-08-18 12:00:00,-43.0,16.0,19.037,1001.78
9,1,1969-08-19 00:00:00,-46.4,15.8,22.751,996.98
9,2,1969-08-19 06:00:00,-47.8,15.6,26.296,992.59
9,3,1969-08-19 12:00:00,-49.4,15.6,31.017,985.39
9,4,1969-08-19 18:00:00,-51.0,15.6,35.346,981.26
9,5,1969-08-20 00:00:00,-52.6,15.4,35.86,974.93
9,6,1969-08-20 06:00:00,-53.8,15.6,38.098,970.92
9,7,1969-08-20 12:00:00,-55.2,16.0,43.109,964.49
9,8,1969-08-20 18:00:00,-56.8,16.4,49.052,957.42
9,9,1969-08-21 00:00:00,-58.2,17.0,52.881,952.27
9,10,1969-08-21 06:00:00,-59.6,17.8,53.417,946.88
9,11,1969-08-21 12:00:00,-61.0,18.6,59.136,938.73
9,12,1969-08-21 18:00:00,-62.4,19.2,62.413,936.06
9,13,1969-08-22 00:00:00,-63.6,20.0,61.515,932.11
9,14,1969-08-22 06:00:00,-64.4,20.6,64.456,927.75
9,15,1969-08-22 12:00:00,-65.4,21.2,64.608,924.44
9,16,1969-08-22 18:00:00,-66.4,21.6,66.208,918.05
9,17,1969-08-23 00:00:00,-67.2,22.0,68.849,917.31
9,18,1969-08-23 06:00:00,-68.2,22.4,69.615,915.63
9,19,1969-08-23 12:00:00,-69.0,22.8,70.29,917.46
9,20,1969-08-23 18:00:00,-70.0,23.4,67.432,914.5
9,21,1969-08-24 00:00:00,-71.0,23.8,69.419,908.83
9,22,1969-08-24 06:00:00,-71.6,24.2,68.469,905.41
9,23,1969-08-24 12:00:00,-72.4,24.8,70.459,902.51
9,24,1969-08-24 18:00:00,-72.8,25.6,72.097,898.03
9,25,1969-08-25 00:00:00,-73.4,26.6,70.377,893.74
9,26,1969-08-25 06:00:00,-73.6,27.6,69.936,894.13
9,27,1969-08-25 12:00:00,-74.0,28.6,67.718,896.31
9,28,1969-08-25 18:00:00,-74.0,29.8,66.747,898.73
10,1,1969-08-23 12:00:00,-89.8,28.0,18.186,1004.16
10,2,1969-08-23 18:00:00,-91.0,28.0,22.251,1001.1
10,3,1969-08-24 00:00:00,-92.2,27.8,24.794,996.54
10,4,1969-08-24 06:00:00,-93.2,27.4,27.616,993.05
10,5,1969-08-24 12:00:00,-94.2,27.0,27.629,992.66
11,1,1969-08-26 18:00:00,-21.8,20.8,17.561,1004.31
11,2,1969-08-27 00:00:00,-22.6,21.4,17.085,1004.46
11,3,1969-08-27 06:00:00,-23.4,22.2,18.174,1004.51
11,4,1969-08-27 12:00:00,-24.0,22.8,19.13,1003.11
11,5,1969-08-27 18:00:00,-24.6,23.4,21.221,1002.76
11,6,1969-08-28 00:00:00,-25.2,23.8,21.063,1000.76
11,7,1969-08-28 06:00:00,-25.4,24.2,19.909,1001.82
11,8,1969-08-28 12:00:00,-25.8,24.4,18.687,1002.37
11,9,1969-08-28 18:00:00,-26.0,24.8,17.448,1004.47
11,10,1969-08-29 00:00:00,-26.4,24.8,17.256,1003.81
12,1,1969-09-02 00:00:00,-36.8,15.2,20.717,1002.99
12,2,1969-09-02 06:00:00,-37.4,15.4,21.341,1003.1
12,3,1969-09-02 12:00:00,-38.2,15.6,23.275,1000.56
12,4,1969-09-02 18:00:00,-38.8,15.8,23.828,1001.08
12,5,1969-09-03 00:00:00,-39.4,16.0,22.844,1000.33
12,6,1969-09-03 06:00:00,-40.0,16.0,23.388,1001.6
12,7,1969-09-03 12:00:00,-40.6,16.2,22.684,1000.5
12,8,1969-09-03 18:00:00,-41.2,16.4,24.644,1000.61
12,9,1969-09-04 00:00:00,-41.6,16.6,24.404,999.13
12,10,1969-09-04 06:00:00,-42.0,16.8,26.699,998.37
12,11,1969-09-04 12:00:00,-42.2,17.2,26.767,996.21
12,12,1969-09-04 18:00:00,-42.4,17.8,28.49,995.69
12,13,1969-09-05 00:00:00,-42.6,18.4,28.62,993.22
12,14,1969-09-05 06:00:00,-42.6,18.8,31.369,992.18
12,15,1969-09-05 12:00:00,-42.8,19.2,32.456,990.67
12,16,1969-09-05 18:00:00,-42.8,19.4,31.519,992.62
12,17,1969-09-06 00:00:00,-43.0,19.8,29.323,994.42
12,18,1969-09-06 06:00:00,-43.2,19.8,29.79,996.1
12,19,1969-09-06 12:00:00,-43.4,19.8,29.974,995.3
13,1,1969-09-03 06:00:00,-97.4,13.2,18.925,1000.53
13,2,1969-09-03 12:00:00,-98.2,13.4,20.513,998.14
13,3,1969-09-03 18:00:00,-99.2,13.6,25.416,993.06
13,4,1969-09-04 00:00:00,-99.8,13.8,25.508,991.74
14,1,1969-09-07 12:00:00,-75.6,27.8,18.287,998.63
14,2,1969-09-07 18:00:00,-75.6,28.2,22.196,994.62
14,3,1969-09-08 00:00:00,-75.8,28.8,26.048,988.43
14,4,1969-09-08 06:00:00,-76.2,29.4,28.384,985.6
15,1,1969-09-11 12:00:00,-67.6,26.2,18.376,1007.38
15,2,1969-09-11 18:00:00,-67.6,27.2,18.71,1007.78
15,3,1969-09-12 00:00:00,-67.8,28.6,18.432,1006.36
15,4,1969-09-12 06:00:00,-67.8,29.2,20.196,1003.8
16,1,1969-09-12 18:00:00,-18.6,13.4,21.041,1003.7
16,2,1969-09-13 00:00:00,-19.8,13.4,19.851,1001.84
16,3,1969-09-13 06:00:00,-20.8,13.6,22.212,999.69
16,4,1969-09-13 12:00:00,-21.4,14.0,26.241,995.62
17,1,1969-09-14 00:00:00,-23.0,15.2,31.409,986.0
17,2,1969-09-14 06:00:00,-23.8,15.8,34.846,983.42
17,3,1969-09-14 12:00:00,-24.6,15.8,37.822,979.79
17,4,1969-09-14 18:00:00,-25.2,16.2,33.571,982.8
17,5,1969-09-15 00:00:00,-26.0,16.8,33.649,983.59
17,6,1969-09-15 06:00:00,-26.6,17.2,32.667,983.45
17,7,1969-09-15 12:00:00,-27.4,17.8,32.918,982.14
17,8,1969-09-15 18:00:00,-28.2,18.4,34.261,983.55
17,9,1969-09-16 00:00:00,-29.2,19.0,33.48,986.42
17,10,1969-09-16 06:00:00,-30.4,19.4,30.082,991.61
17,11,1969-09-16 12:00:00,-31.6,19.8,28.78,994.44
17,12,1969-09-16 18:00:00,-33.2,20.4,28.665,996.41
18,1,1969-09-17 12:00:00,-37.4,21.8,23.898,1002.6
18,2,1969-09-17 18:00:00,-38.8,22.2,22.708,1005.35
18,3,1969-09-18 00:00:00,-40.4,23.2,22.924,1005.45
18,4,1969-09-18 06:00:00,-41.8,24.4,24.288,1004.86
18,5,1969-09-18 12:00:00,-43.0,25.4,24.978,1000.86
18,6,1969-09-18 18:00:00,-44.0,26.8,26.198,999.32
18,7,1969-09-19 00:00:00,-44.8,27.6,27.131,997.9
18,8,1969-09-19 06:00:00,-45.2,28.4,27.256,996.76
19,1,1969-09-20 06:00:00,-34.6,10.8,27.579,988.17
19,2,1969-09-20 12:00:00,-35.6,11.4,34.753,976.5
19,3,1969-09-20 18:00:00,-36.6,11.8,38.031,971.67
19,4,1969-09-21 00:00:00,-37.2,12.4,43.965,964.55
19,5,1969-09-21 06:00:00,-37.8,13.2,50.196,960.18
19,6,1969-09-21 12:00:00,-38.6,14.2,53.196,950.8
19,7,1969-09-21 18:00:00,-39.6,15.0,52.837,952.97
19,8,1969-09-22 00:00:00,-40.2,16.0,52.32,951.13
19,9,1969-09-22 06:00:00,-40.8,16.8,52.716,952.99
19,10,1969-09-22 12:00:00,-41.2,17.8,57.772,946.8
19,11,1969-09-22 18:00:00,-41.4,18.6,55.159,949.1
19,12,1969-09-23 00:00:00,-41.6,19.8,54.397,950.43
19,13,1969-09-23 06:00:00,-41.4,20.6,52.775,951.98
19,14,1969-09-23 12:00:00,-41.2,21.6,50.554,953.16
19,15,1969-09-23 18:00:00,-41.0,22.6,49.86,953.9
19,16,1969-09-24 00:00:00,-40.6,23.2,46.82,957.84
19,17,1969-09-24 06:00:00,-40.0,23.8,45.633,958.57
19,18,1969-09-24 12:00:00,-39.2,24.2,44.18,960.7
19,19,1969-09-24 18:00:00,-38.4,24.8,45.422,962.02
19,20,1969-09-25 00:00:00,-37.4,25.2,43.129,967.17
19,21,1969-09-25 06:00:00,-36.6,25.8,41.476,974.25
20,1,1969-09-27 12:00:00,-90.0,11.2,19.172,1000.96
