numtc,step,date,lon,lat,vmax,pmin
1,1,2012-05-14 12:00:00,-86.8,15.8,10.286,1010.97
1,2,2012-05-14 18:00:00,-91.6,18.0,14.666,1009.68
1,3,2012-05-15 00:00:00,-93.4,17.6,15.641,1008.17
1,4,2012-05-15 06:00:00,-92.8,16.4,15.3,1008.95
1,5,2012-05-15 12:00:00,-93.0,16.6,13.677,1009.2
1,6,2012-05-15 18:00:00,-93.8,16.0,13.186,1009.64
1,7,2012-05-16 00:00:00,-94.6,16.6,11.138,1009.17
1,8,2012-05-16 06:00:00,-93.0,16.8,10.319,1007.61
1,9,2012-05-16 12:00:00,-94.6,16.4,8.804,1010.34
1,10,2012-05-16 18:00:00,-93.8,16.2,12.992,1011.07
1,11,2012-05-17 00:00:00,-93.0,16.8,9.907,1012.27
1,12,2012-05-17 06:00:00,-93.2,16.6,14.501,1009.4
1,13,2012-05-17 12:00:00,-94.2,12.8,13.65,1008.94
1,14,2012-05-17 18:00:00,-95.2,13.0,14.134,1008.37
1,15,2012-05-18 00:00:00,-96.2,12.4,13.813,1006.49
1,16,2012-05-18 06:00:00,-95.8,12.2,14.283,1005.17
1,17,2012-05-18 12:00:00,-96.0,14.0,16.967,1003.85
1,18,2012-05-18 18:00:00,-96.0,13.6,19.382,1001.8
1,19,2012-05-19 00:00:00,-96.0,13.6,21.242,998.81
1,20,2012-05-19 06:00:00,-96.0,14.2,25.281,995.17
1,21,2012-05-19 12:00:00,-96.0,15.0,23.442,994.03
1,22,2012-05-19 18:00:00,-95.6,16.2,14.749,1004.38
1,23,2012-05-20 00:00:00,-95.0,16.4,9.458,1005.82
1,24,2012-05-20 06:00:00,-96.0,17.8,9.935,1007.89
1,25,2012-05-20 12:00:00,-96.2,18.0,8.771,1008.31
1,26,2012-05-20 18:00:00,-96.4,18.4,10.015,1008.68
2,1,2012-06-12 06:00:00,-93.4,17.6,11.059,1010.65
2,2,2012-06-12 12:00:00,-89.4,14.2,10.332,1010.06
2,3,2012-06-12 18:00:00,-85.6,12.0,11.128,1008.32
2,4,2012-06-13 00:00:00,-84.8,11.2,9.809,1008.97
2,5,2012-06-13 06:00:00,-86.4,11.0,10.715,1009.11
2,6,2012-06-13 12:00:00,-88.0,10.6,13.22,1008.64
2,7,2012-06-13 18:00:00,-88.8,10.4,11.367,1007.31
2,8,2012-06-14 00:00:00,-89.4,10.2,12.889,1006.74
2,9,2012-06-14 06:00:00,-89.8,10.2,14.715,1004.5
2,10,2012-06-14 12:00:00,-90.4,10.6,16.191,1002.79
2,11,2012-06-14 18:00:00,-90.4,11.0,20.169,999.01
2,12,2012-06-15 00:00:00,-90.6,11.4,24.297,995.58
2,13,2012-06-15 06:00:00,-90.6,11.6,28.526,990.85
2,14,2012-06-15 12:00:00,-90.6,12.2,29.647,987.34
2,15,2012-06-15 18:00:00,-90.6,12.8,34.373,982.14
2,16,2012-06-16 00:00:00,-90.4,13.4,28.18,991.85
2,17,2012-06-16 06:00:00,-90.2,14.0,17.461,1001.57
2,18,2012-06-16 12:00:00,-90.4,14.0,17.914,1002.36
2,19,2012-06-16 18:00:00,-90.2,13.8,17.268,1000.83
2,20,2012-06-17 00:00:00,-90.0,13.8,18.921,1001.16
2,21,2012-06-17 06:00:00,-90.0,14.0,18.61,1000.61
2,22,2012-06-17 12:00:00,-89.4,14.2,19.364,1000.67
2,23,2012-06-17 18:00:00,-89.2,13.8,20.688,1000.05
2,24,2012-06-18 00:00:00,-88.8,15.6,19.007,998.09
2,25,2012-06-18 06:00:00,-87.2,15.8,21.308,996.98
2,26,2012-06-18 12:00:00,-88.2,16.4,22.789,997.63
2,27,2012-06-18 18:00:00,-88.2,16.6,21.62,996.85
2,28,2012-06-19 00:00:00,-88.0,16.8,21.581,996.54
2,29,2012-06-19 06:00:00,-87.8,17.6,23.616,994.33
2,30,2012-06-19 12:00:00,-87.8,18.8,24.296,993.53
2,31,2012-06-19 18:00:00,-88.2,19.8,23.679,993.64
2,32,2012-06-20 00:00:00,-88.6,21.6,23.041,993.89
2,33,2012-06-20 06:00:00,-89.6,22.0,25.163,991.46
2,34,2012-06-20 12:00:00,-89.4,23.8,28.151,987.9
2,35,2012-06-20 18:00:00,-90.4,24.2,30.151,984.4
2,36,2012-06-21 00:00:00,-91.4,25.2,31.675,978.51
2,37,2012-06-21 06:00:00,-92.0,26.0,33.692,973.61
2,38,2012-06-21 12:00:00,-92.2,26.6,38.653,966.49
2,39,2012-06-21 18:00:00,-92.4,27.6,43.661,959.64
2,40,2012-06-22 00:00:00,-92.6,27.4,47.309,954.06
2,41,2012-06-22 06:00:00,-93.0,27.6,47.006,947.54
2,42,2012-06-22 12:00:00,-93.2,27.8,52.391,942.6
2,43,2012-06-22 18:00:00,-93.6,27.8,52.744,939.78
2,44,2012-06-23 00:00:00,-94.2,27.8,53.605,936.98
2,45,2012-06-23 06:00:00,-94.6,27.8,52.164,935.87
2,46,2012-06-23 12:00:00,-95.4,28.2,55.191,933.43
2,47,2012-06-23 18:00:00,-96.4,28.4,44.025,942.03
2,48,2012-06-24 00:00:00,-97.2,28.4,29.019,969.83
2,49,2012-06-24 06:00:00,-98.2,28.6,21.51,984.19
3,1,2012-06-24 18:00:00,-47.8,8.4,10.277,1015.57
3,2,2012-06-25 00:00:00,-48.8,8.6,9.587,1014.34
3,3,2012-06-25 06:00:00,-50.2,8.8,10.632,1014.76
3,4,2012-06-25 12:00:00,-51.8,9.2,12.088,1013.45
3,5,2012-06-25 18:00:00,-54.6,10.0,13.014,1014.38
3,6,2012-06-26 00:00:00,-56.6,10.6,13.08,1012.86
3,7,2012-06-26 06:00:00,-58.4,11.2,15.072,1012.85
3,8,2012-06-26 12:00:00,-60.6,12.0,16.671,1011.51
3,9,2012-06-26 18:00:00,-63.0,12.4,16.706,1012.44
3,10,2012-06-27 00:00:00,-65.0,12.8,14.717,1010.9
3,11,2012-06-27 06:00:00,-66.6,13.4,16.405,1011.4
3,12,2012-06-27 12:00:00,-68.4,14.0,16.706,1010.04
3,13,2012-06-27 18:00:00,-70.2,14.8,18.199,1010.02
3,14,2012-06-28 00:00:00,-72.0,15.8,21.651,1006.8
3,15,2012-06-28 06:00:00,-74.2,16.4,25.203,1003.84
3,16,2012-06-28 12:00:00,-76.0,16.8,29.761,997.56
3,17,2012-06-28 18:00:00,-77.8,17.4,34.972,993.31
3,18,2012-06-29 00:00:00,-79.6,18.0,34.389,992.13
3,19,2012-06-29 06:00:00,-81.4,18.4,38.266,986.08
3,20,2012-06-29 12:00:00,-83.2,18.8,45.183,979.01
3,21,2012-06-29 18:00:00,-85.0,19.0,44.952,977.33
3,22,2012-06-30 00:00:00,-86.6,19.2,46.33,972.54
3,23,2012-06-30 06:00:00,-88.2,19.4,30.944,991.96
3,24,2012-06-30 12:00:00,-89.4,19.6,16.916,1002.59
3,25,2012-06-30 18:00:00,-91.0,20.2,20.248,1002.04
3,26,2012-07-01 00:00:00,-92.0,20.2,25.968,998.59
3,27,2012-07-01 06:00:00,-93.2,20.2,29.52,995.46
3,28,2012-07-01 12:00:00,-94.2,20.2,30.573,992.08
3,29,2012-07-01 18:00:00,-95.4,20.2,32.188,990.61
3,30,2012-07-02 00:00:00,-97.0,20.4,23.62,998.22
3,31,2012-07-02 06:00:00,-97.4,20.2,13.967,1006.81
3,32,2012-07-02 12:00:00,-97.2,20.2,14.557,1007.86
3,33,2012-07-02 18:00:00,-97.2,20.2,13.669,1009.74
3,34,2012-07-03 00:00:00,-96.8,20.0,12.682,1009.78
3,35,2012-07-03 06:00:00,-97.0,20.0,11.641,1010.6
3,36,2012-07-03 12:00:00,-94.8,17.0,8.764,1011.96
3,37,2012-07-03 18:00:00,-89.2,13.0,7.272,1010.77
3,38,2012-07-04 00:00:00,-84.4,10.2,4.006,1009.35
4,1,2012-06-30 18:00:00,-60.6,14.0,11.614,1012.81
4,2,2012-07-01 00:00:00,-62.2,14.8,12.152,1010.89
4,3,2012-07-01 06:00:00,-63.6,15.4,11.27,1012.32
4,4,2012-07-01 12:00:00,-65.2,15.8,11.939,1010.66
4,5,2012-07-01 18:00:00,-66.4,16.8,13.249,1013.1
4,6,2012-07-02 00:00:00,-67.8,17.6,12.977,1012.12
4,7,2012-07-02 06:00:00,-68.6,18.0,12.152,1012.71
4,8,2012-07-02 12:00:00,-69.6,18.4,11.853,1011.05
4,9,2012-07-02 18:00:00,-70.0,18.6,11.823,1012.77
4,10,2012-07-03 00:00:00,-70.4,19.2,11.116,1011.88
4,11,2012-07-03 06:00:00,-71.0,19.6,12.84,1012.09
4,12,2012-07-03 12:00:00,-71.6,20.0,14.266,1010.52
4,13,2012-07-03 18:00:00,-72.0,20.6,15.776,1010.56
4,14,2012-07-04 00:00:00,-72.6,21.4,16.603,1009.1
4,15,2012-07-04 06:00:00,-73.6,21.6,16.792,1009.32
4,16,2012-07-04 12:00:00,-74.4,21.8,16.746,1007.64
4,17,2012-07-04 18:00:00,-75.2,22.2,18.14,1007.77
4,18,2012-07-05 00:00:00,-76.2,22.4,18.397,1006.89
