numtc,step,date,lon,lat,vmax,pmin
1,1,1967-06-15 00:00:00,-93.8,12.8,30.246,990.62
1,2,1967-06-15 06:00:00,-94.8,13.6,29.758,987.79
1,3,1967-06-15 12:00:00,-96.0,14.0,33.737,984.83
1,4,1967-06-15 18:00:00,-96.8,14.6,34.077,984.52
1,5,1967-06-16 00:00:00,-97.4,15.2,33.815,984.98
2,1,1967-07-16 06:00:00,-90.4,12.4,17.678,1007.45
2,2,1967-07-16 12:00:00,-91.0,13.0,20.565,1004.55
2,3,1967-07-16 18:00:00,-91.8,13.6,26.081,1001.39
2,4,1967-07-17 00:00:00,-93.0,14.0,27.652,1000.07
2,5,1967-07-17 06:00:00,-93.6,14.4,24.126,1001.14
2,6,1967-07-17 12:00:00,-94.2,14.6,23.908,1001.35
3,1,1967-08-15 12:00:00,-73.0,25.0,17.172,1009.83
3,2,1967-08-15 18:00:00,-73.2,25.6,18.204,1007.94
3,3,1967-08-16 00:00:00,-73.4,26.4,19.933,1004.63
3,4,1967-08-16 06:00:00,-74.0,27.0,23.052,1001.45
3,5,1967-08-16 12:00:00,-74.4,27.4,26.281,995.59
3,6,1967-08-16 18:00:00,-75.0,28.0,32.297,985.84
3,7,1967-08-17 00:00:00,-75.6,28.4,41.423,968.73
3,8,1967-08-17 06:00:00,-76.2,29.0,47.416,960.68
3,9,1967-08-17 12:00:00,-77.0,29.6,55.391,950.81
4,1,1967-08-30 06:00:00,-33.2,17.8,23.058,1000.71
4,2,1967-08-30 12:00:00,-35.6,18.4,25.867,998.1
4,3,1967-08-30 18:00:00,-38.2,18.8,28.87,996.96
4,4,1967-08-31 00:00:00,-40.4,19.4,30.767,995.62
4,5,1967-08-31 06:00:00,-42.4,20.0,32.19,994.93
4,6,1967-08-31 12:00:00,-44.4,20.6,35.029,990.87
4,7,1967-08-31 18:00:00,-46.6,21.2,39.081,986.27
4,8,1967-09-01 00:00:00,-48.6,21.6,42.469,980.4
4,9,1967-09-01 06:00:00,-50.4,22.0,41.725,978.61
4,10,1967-09-01 12:00:00,-52.2,22.6,45.755,969.64
4,11,1967-09-01 18:00:00,-54.0,23.2,50.162,963.84
4,12,1967-09-02 00:00:00,-55.4,23.8,54.305,958.85
4,13,1967-09-02 06:00:00,-56.8,24.6,54.094,951.04
4,14,1967-09-02 12:00:00,-58.0,25.4,52.798,949.18
4,15,1967-09-02 18:00:00,-59.0,26.2,51.449,950.66
4,16,1967-09-03 00:00:00,-59.6,27.0,59.295,945.5
4,17,1967-09-03 06:00:00,-60.0,28.0,57.912,944.12
4,18,1967-09-03 12:00:00,-60.2,29.0,60.54,941.6
5,1,1967-09-02 06:00:00,-90.8,27.4,18.759,1009.76
5,2,1967-09-02 12:00:00,-90.6,27.6,20.332,1006.58
5,3,1967-09-02 18:00:00,-90.4,27.8,18.654,1005.29
5,4,1967-09-03 00:00:00,-89.8,28.2,17.641,1003.53
5,5,1967-09-03 06:00:00,-89.0,28.6,19.531,999.7
5,6,1967-09-03 12:00:00,-88.2,29.0,24.607,992.77
5,7,1967-09-03 18:00:00,-87.2,29.2,28.927,986.36
6,1,1967-09-08 12:00:00,-94.8,22.8,19.254,1003.87
6,2,1967-09-08 18:00:00,-94.4,22.8,21.713,1000.54
6,3,1967-09-09 00:00:00,-94.0,23.4,28.639,993.02
6,4,1967-09-09 06:00:00,-93.6,23.8,31.128,983.74
6,5,1967-09-09 12:00:00,-93.0,24.4,37.227,974.26
6,6,1967-09-09 18:00:00,-92.6,25.0,42.482,969.96
6,7,1967-09-10 00:00:00,-92.0,26.0,44.82,963.98
6,8,1967-09-10 06:00:00,-91.6,27.0,45.741,957.91
6,9,1967-09-10 12:00:00,-91.2,28.0,47.041,954.25
6,10,1967-09-10 18:00:00,-90.6,29.0,50.594,952.62
7,1,1967-09-11 00:00:00,-59.2,17.8,17.428,1012.02
7,2,1967-09-11 06:00:00,-61.2,18.2,17.679,1011.05
7,3,1967-09-11 12:00:00,-63.0,18.6,21.167,1007.03
7,4,1967-09-11 18:00:00,-65.0,18.8,25.075,1004.13
7,5,1967-09-12 00:00:00,-67.0,18.8,25.79,1001.29
7,6,1967-09-12 06:00:00,-68.8,18.8,28.701,1000.64
8,1,1967-09-11 18:00:00,-96.0,13.2,21.245,1001.69
8,2,1967-09-12 00:00:00,-96.6,13.4,22.691,1000.52
8,3,1967-09-12 06:00:00,-97.2,13.8,24.108,999.68
8,4,1967-09-12 12:00:00,-98.2,14.2,23.242,1000.96
8,5,1967-09-12 18:00:00,-99.0,14.4,25.665,998.48
9,1,1967-09-13 06:00:00,-74.6,18.6,22.861,1001.6
9,2,1967-09-13 12:00:00,-75.4,18.6,25.305,995.55
9,3,1967-09-13 18:00:00,-76.4,18.8,31.022,989.63
9,4,1967-09-14 00:00:00,-77.2,19.2,35.173,983.99
9,5,1967-09-14 06:00:00,-78.0,19.6,34.08,983.97
9,6,1967-09-14 12:00:00,-79.2,20.0,37.529,978.96
9,7,1967-09-14 18:00:00,-80.4,20.0,39.014,974.2
9,8,1967-09-15 00:00:00,-81.2,20.0,41.807,971.23
9,9,1967-09-15 06:00:00,-82.0,20.0,43.491,970.32
9,10,1967-09-15 12:00:00,-83.0,20.2,47.759,959.17
9,11,1967-09-15 18:00:00,-83.8,20.2,53.053,951.86
9,12,1967-09-16 00:00:00,-84.4,20.6,54.781,948.26
9,13,1967-09-16 06:00:00,-85.0,20.8,56.164,941.74
9,14,1967-09-16 12:00:00,-85.8,21.2,57.665,938.44
9,15,1967-09-16 18:00:00,-86.6,21.6,56.496,940.29
9,16,1967-09-17 00:00:00,-87.6,21.6,51.066,951.31
9,17,1967-09-17 06:00:00,-88.2,21.8,44.392,961.86
9,18,1967-09-17 12:00:00,-89.2,21.8,43.148,963.91
9,19,1967-09-17 18:00:00,-90.0,21.8,42.167,965.9
9,20,1967-09-18 00:00:00,-90.4,21.6,45.04,963.31
9,21,1967-09-18 06:00:00,-91.2,21.8,47.404,957.92
9,22,1967-09-18 12:00:00,-91.8,21.8,51.606,950.33
9,23,1967-09-18 18:00:00,-92.4,22.0,57.269,938.95
9,24,1967-09-19 00:00:00,-93.2,22.2,62.474,927.83
9,25,1967-09-19 06:00:00,-94.0,22.6,64.985,920.58
9,26,1967-09-19 12:00:00,-94.6,22.8,69.119,912.64
9,27,1967-09-19 18:00:00,-95.4,23.0,74.523,908.3
9,28,1967-09-20 00:00:00,-96.2,23.2,72.476,905.91
9,29,1967-09-20 06:00:00,-96.8,23.4,68.608,911.12
9,30,1967-09-20 12:00:00,-97.6,23.6,60.729,931.19
9,31,1967-09-20 18:00:00,-98.6,23.2,26.073,984.31
10,1,1967-09-16 06:00:00,-38.6,15.8,21.106,1004.62
10,2,1967-09-16 12:00:00,-40.4,16.2,25.378,999.8
10,3,1967-09-16 18:00:00,-42.4,16.6,29.222,998.23
10,4,1967-09-17 00:00:00,-44.4,17.0,32.554,993.69
10,5,1967-09-17 06:00:00,-46.4,17.4,36.355,988.99
10,6,1967-09-17 12:00:00,-48.4,17.8,36.581,984.26
10,7,1967-09-17 18:00:00,-50.2,18.0,39.676,980.49
10,8,1967-09-18 00:00:00,-52.0,18.6,42.577,975.83
10,9,1967-09-18 06:00:00,-53.6,18.8,40.495,975.16
10,10,1967-09-18 12:00:00,-55.0,19.4,46.932,970.19
10,11,1967-09-18 18:00:00,-56.6,20.0,47.26,963.65
10,12,1967-09-19 00:00:00,-57.6,20.8,52.993,959.96
10,13,1967-09-19 06:00:00,-58.8,21.6,50.132,955.84
10,14,1967-09-19 12:00:00,-59.6,22.6,47.987,956.57
10,15,1967-09-19 18:00:00,-60.4,23.6,48.352,954.36
10,16,1967-09-20 00:00:00,-60.6,24.8,53.284,947.32
10,17,1967-09-20 06:00:00,-60.4,26.0,55.686,945.79
10,18,1967-09-20 12:00:00,-60.0,27.6,56.036,944.74
10,19,1967-09-20 18:00:00,-59.4,29.2,52.579,948.14
11,1,1967-09-18 18:00:00,-40.6,13.8,24.772,996.86
11,2,1967-09-19 00:00:00,-41.8,14.0,28.65,990.01
11,3,1967-09-19 06:00:00,-43.0,14.4,33.18,984.61
11,4,1967-09-19 12:00:00,-44.2,14.8,41.747,970.7
11,5,1967-09-19 18:00:00,-45.6,15.4,45.786,962.24
11,6,1967-09-20 00:00:00,-47.0,16.0,47.791,962.42
11,7,1967-09-20 06:00:00,-48.2,16.4,44.659,967.39
11,8,1967-09-20 12:00:00,-49.2,16.8,47.658,966.54
11,9,1967-09-20 18:00:00,-50.2,17.2,48.96,962.83
11,10,1967-09-21 00:00:00,-51.0,17.6,48.291,965.58
11,11,1967-09-21 06:00:00,-51.6,18.0,48.778,968.23
11,12,1967-09-21 12:00:00,-52.4,18.4,50.64,961.77
11,13,1967-09-21 18:00:00,-53.0,19.0,52.784,958.25
11,14,1967-09-22 00:00:00,-53.6,19.4,51.899,958.68
11,15,1967-09-22 06:00:00,-54.2,20.0,52.963,955.67
11,16,1967-09-22 12:00:00,-55.0,20.4,55.299,948.63
11,17,1967-09-22 18:00:00,-55.6,21.0,58.736,945.95
11,18,1967-09-23 00:00:00,-56.4,21.6,60.166,941.82
11,19,1967-09-23 06:00:00,-57.0,22.2,62.754,935.39
11,20,1967-09-23 12:00:00,-57.6,23.0,63.474,927.45
11,21,1967-09-23 18:00:00,-58.2,23.8,64.326,925.59
11,22,1967-09-24 00:00:00,-58.6,24.8,66.961,918.51
11,23,1967-09-24 06:00:00,-58.6,25.6,67.05,917.17
11,24,1967-09-24 12:00:00,-58.4,26.4,67.92,913.29
11,25,1967-09-24 18:00:00,-58.0,27.4,65.119,920.34
11,26,1967-09-25 00:00:00,-57.2,28.4,61.665,922.18
11,27,1967-09-25 06:00:00,-56.4,29.2,58.857,924.75
12,1,1967-09-22 18:00:00,-40.4,13.2,22.207,1003.77
12,2,1967-09-23 00:00:00,-40.8,13.4,23.331,1001.0
12,3,1967-09-23 06:00:00,-41.6,13.6,25.645,998.42
12,4,1967-09-23 12:00:00,-42.2,13.8,28.059,993.73
12,5,1967-09-23 18:00:00,-42.8,14.4,29.83,991.73
12,6,1967-09-24 00:00:00,-43.4,15.0,31.334,989.96
12,7,1967-09-24 06:00:00,-44.2,15.4,31.368,988.94
12,8,1967-09-24 12:00:00,-45.0,15.6,31.444,988.49
12,9,1967-09-24 18:00:00,-45.6,16.0,33.271,987.45
12,10,1967-09-25 00:00:00,-46.2,16.4,33.504,987.22
12,11,1967-09-25 06:00:00,-46.6,16.6,32.064,990.47
12,12,1967-09-25 12:00:00,-47.2,16.8,32.077,988.77
12,13,1967-09-25 18:00:00,-48.0,16.8,33.188,988.55
12,14,1967-09-26 00:00:00,-48.6,16.8,34.64,986.13
13,1,1967-09-26 12:00:00,-50.2,17.0,33.218,984.18
13,2,1967-09-26 18:00:00,-50.8,17.0,38.043,981.27
13,3,1967-09-27 00:00:00,-51.6,17.4,39.307,980.05
13,4,1967-09-27 06:00:00,-52.6,17.6,37.262,981.89
13,5,1967-09-27 12:00:00,-53.6,17.6,39.181,979.31
13,6,1967-09-27 18:00:00,-54.6,18.0,43.03,978.6
13,7,1967-09-28 00:00:00,-55.6,18.4,42.226,977.96
13,8,1967-09-28 06:00:00,-56.6,18.6,41.286,978.24
13,9,1967-09-28 12:00:00,-57.6,19.2,43.54,977.22
13,10,1967-09-28 18:00:00,-58.8,19.8,43.146,975.87
13,11,1967-09-29 00:00:00,-59.6,20.4,43.729,976.97
13,12,1967-09-29 06:00:00,-60.6,21.0,42.304,974.38
13,13,1967-09-29 12:00:00,-61.4,21.6,45.644,970.63
13,14,1967-09-29 18:00:00,-62.0,22.0,41.564,974.13
13,15,1967-09-30 00:00:00,-62.4,22.4,43.986,971.12
13,16,1967-09-30 06:00:00,-62.8,23.0,45.688,967.09
13,17,1967-09-30 12:00:00,-63.2,23.2,45.837,965.09
13,18,1967-09-30 18:00:00,-63.6,23.6,48.517,960.49
13,19,1967-10-01 00:00:00,-64.0,24.0,47.784,957.09
13,20,1967-10-01 06:00:00,-64.4,24.4,49.247,956.8
13,21,1967-10-01 12:00:00,-64.8,25.0,45.639,953.71
13,22,1967-10-01 18:00:00,-65.0,25.6,47.826,953.22
13,23,1967-10-02 00:00:00,-65.4,26.2,51.857,944.92
13,24,1967-10-02 06:00:00,-65.6,27.2,56.632,936.29
13,25,1967-10-02 12:00:00,-65.8,27.6,53.784,934.39
13,26,1967-10-02 18:00:00,-65.6,28.2,54.582,935.89
13,27,1967-10-03 00:00:00,-65.4,28.4,57.203,931.05
13,28,1967-10-03 06:00:00,-64.2,28.6,56.314,929.84
13,29,1967-10-03 12:00:00,-63.2,29.2,56.353,929.55
14,1,1967-10-04 00:00:00,-43.2,17.4,21.618,1005.8
14,2,1967-10-04 06:00:00,-44.4,17.4,22.81,1005.59
14,3,1967-10-04 12:00:00,-45.4,17.2,26.874,1000.33
14,4,1967-10-04 18:00:00,-46.8,17.4,30.119,997.52
14,5,1967-10-05 00:00:00,-48.2,17.4,27.47,999.04
14,6,1967-10-05 06:00:00,-49.2,17.6,26.433,1000.53
14,7,1967-10-05 12:00:00,-50.4,17.8,28.803,996.08
14,8,1967-10-05 18:00:00,-51.4,18.2,32.155,994.33
14,9,1967-10-06 00:00:00,-52.4,18.8,32.927,993.39
14,10,1967-10-06 06:00:00,-53.2,19.6,30.163,992.93
14,11,1967-10-06 12:00:00,-54.2,20.2,28.922,991.75
14,12,1967-10-06 18:00:00,-54.8,20.6,29.539,994.01
14,13,1967-10-07 00:00:00,-55.2,21.2,32.276,990.25
14,14,1967-10-07 06:00:00,-55.6,22.0,36.188,988.67
14,15,1967-10-07 12:00:00,-55.6,22.4,33.262,990.63
14,16,1967-10-07 18:00:00,-55.6,23.2,34.437,990.26
14,17,1967-10-08 00:00:00,-55.4,24.0,36.641,987.3
14,18,1967-10-08 06:00:00,-55.0,24.8,35.645,987.87
14,19,1967-10-08 12:00:00,-54.4,25.6,38.643,983.09
14,20,1967-10-08 18:00:00,-53.8,26.8,38.447,982.87
14,21,1967-10-09 00:00:00,-53.8,27.8,37.387,982.18
14,22,1967-10-09 06:00:00,-53.8,28.6,34.636,982.64
14,23,1967-10-09 12:00:00,-54.4,29.4,37.476,978.99
15,1,1967-10-08 12:00:00,-20.0,13.6,17.64,1003.91
15,2,1967-10-08 18:00:00,-20.4,13.6,19.169,1001.99
15,3,1967-10-09 00:00:00,-20.4,13.8,22.043,998.35
15,4,1967-10-09 06:00:00,-20.6,14.0,25.041,994.59
15,5,1967-10-09 12:00:00,-21.0,14.2,25.927,993.65
15,6,1967-10-09 18:00:00,-21.2,14.2,26.855,994.81
15,7,1967-10-10 00:00:00,-21.0,14.6,24.876,996.06
15,8,1967-10-10 06:00:00,-21.0,15.0,25.324,997.21
16,1,1967-10-21 00:00:00,-36.2,19.0,22.758,999.58
16,2,1967-10-21 06:00:00,-35.8,19.4,25.084,997.79
16,3,1967-10-21 12:00:00,-35.4,19.6,27.975,993.99
16,4,1967-10-21 18:00:00,-35.2,20.0,28.527,993.42
16,5,1967-10-22 00:00:00,-35.2,20.2,30.556,991.15
16,6,1967-10-22 06:00:00,-35.4,20.4,32.507,989.37
16,7,1967-10-22 12:00:00,-35.6,20.8,35.336,981.82
16,8,1967-10-22 18:00:00,-36.0,21.2,36.218,980.92
16,9,1967-10-23 00:00:00,-36.6,21.4,37.338,975.91
16,10,1967-10-23 06:00:00,-37.0,21.6,40.047,975.6
16,11,1967-10-23 12:00:00,-37.4,21.8,40.75,971.48
16,12,1967-10-23 18:00:00,-37.8,22.2,43.952,967.23
16,13,1967-10-24 00:00:00,-38.4,22.8,46.516,967.87
16,14,1967-10-24 06:00:00,-39.0,23.4,48.179,963.86
16,15,1967-10-24 12:00:00,-39.4,24.0,47.843,959.79
16,16,1967-10-24 18:00:00,-40.0,24.6,48.253,960.27
16,17,1967-10-25 00:00:00,-40.2,25.0,50.22,956.2
16,18,1967-10-25 06:00:00,-40.4,25.6,49.318,959.19
16,19,1967-10-25 12:00:00,-40.8,26.4,48.969,957.61
16,20,1967-10-25 18:00:00,-41.2,27.2,49.006,959.63
16,21,1967-10-26 00:00:00,-41.4,27.6,48.41,957.21
16,22,1967-10-26 06:00:00,-41.4,28.2,46.257,958.44
16,23,1967-10-26 12:00:00,-41.2,28.6,46.361,958.53
16,24,1967-10-26 18:00:00,-40.8,29.0,48.764,955.66
16,25,1967-10-27 00:00:00,-40.6,29.6,47.252,956.04
