numtc,step,date,lon,lat,vmax,pmin
1,1,2004-05-24 12:00:00,-82.4,15.2,17.204,1002.97
1,2,2004-05-24 18:00:00,-82.6,15.2,18.737,1001.18
1,3,2004-05-25 00:00:00,-82.4,16.0,19.941,999.47
1,4,2004-05-25 06:00:00,-82.2,16.6,23.419,996.14
2,1,2004-06-05 12:00:00,-51.6,9.6,20.564,1007.05
2,2,2004-06-05 18:00:00,-52.8,9.8,20.66,1007.71
2,3,2004-06-06 00:00:00,-54.2,10.0,20.832,1006.35
2,4,2004-06-06 06:00:00,-55.6,10.2,20.722,1006.24
2,5,2004-06-06 12:00:00,-57.2,10.4,19.672,1005.95
2,6,2004-06-06 18:00:00,-58.6,10.8,20.363,1007.31
2,7,2004-06-07 00:00:00,-60.2,11.2,20.963,1006.35
2,8,2004-06-07 06:00:00,-61.8,11.8,19.894,1007.73
2,9,2004-06-07 12:00:00,-63.6,12.4,19.942,1007.76
2,10,2004-06-07 18:00:00,-65.4,13.0,21.047,1008.3
3,1,2004-07-07 18:00:00,-96.2,12.4,19.251,1002.71
3,2,2004-07-08 00:00:00,-96.4,12.8,20.194,1001.66
3,3,2004-07-08 06:00:00,-96.0,13.0,20.252,1000.36
3,4,2004-07-08 12:00:00,-95.6,13.0,21.352,1000.38
3,5,2004-07-08 18:00:00,-95.4,13.2,22.385,998.84
3,6,2004-07-09 00:00:00,-94.8,13.2,22.8,998.14
3,7,2004-07-09 06:00:00,-94.4,13.4,21.299,997.86
3,8,2004-07-09 12:00:00,-94.4,13.8,21.178,997.89
3,9,2004-07-09 18:00:00,-94.6,14.6,23.085,996.52
3,10,2004-07-10 00:00:00,-95.2,15.2,26.618,994.86
4,1,2004-07-15 12:00:00,-95.2,12.2,25.771,991.35
4,2,2004-07-15 18:00:00,-96.4,12.6,30.248,988.85
4,3,2004-07-16 00:00:00,-97.6,13.2,28.726,989.53
4,4,2004-07-16 06:00:00,-98.8,14.0,32.811,986.45
5,1,2004-07-20 18:00:00,-89.6,25.6,30.875,991.02
5,2,2004-07-21 00:00:00,-90.2,26.8,31.611,985.44
5,3,2004-07-21 06:00:00,-90.8,27.8,38.184,976.05
5,4,2004-07-21 12:00:00,-91.8,28.8,43.184,966.88
5,5,2004-07-21 18:00:00,-92.8,29.8,35.577,972.66
6,1,2004-08-09 06:00:00,-59.8,16.2,19.554,1010.98
6,2,2004-08-09 12:00:00,-62.0,16.6,20.477,1008.38
6,3,2004-08-09 18:00:00,-63.6,17.4,22.211,1006.75
6,4,2004-08-10 00:00:00,-65.4,18.2,25.863,1001.66
6,5,2004-08-10 06:00:00,-67.0,19.0,29.442,1000.41
6,6,2004-08-10 12:00:00,-68.4,19.6,30.463,996.42
6,7,2004-08-10 18:00:00,-69.6,20.6,33.232,993.06
6,8,2004-08-11 00:00:00,-70.8,21.6,36.341,987.85
6,9,2004-08-11 06:00:00,-71.8,22.4,35.577,988.97
6,10,2004-08-11 12:00:00,-72.6,23.4,36.032,984.94
6,11,2004-08-11 18:00:00,-73.0,24.4,38.541,982.39
6,12,2004-08-12 00:00:00,-73.2,25.4,40.678,978.08
6,13,2004-08-12 06:00:00,-73.2,26.2,44.186,974.85
6,14,2004-08-12 12:00:00,-72.8,27.2,44.212,970.81
6,15,2004-08-12 18:00:00,-72.6,28.4,50.201,962.77
6,16,2004-08-13 00:00:00,-72.0,29.4,47.401,964.41
7,1,2004-08-14 06:00:00,-59.2,19.4,21.209,1008.64
7,2,2004-08-14 12:00:00,-60.8,20.0,23.309,1004.76
7,3,2004-08-14 18:00:00,-62.2,20.2,29.008,1001.76
7,4,2004-08-15 00:00:00,-63.8,20.6,33.757,996.81
7,5,2004-08-15 06:00:00,-65.4,21.0,33.83,995.78
7,6,2004-08-15 12:00:00,-67.0,21.0,38.441,991.66
7,7,2004-08-15 18:00:00,-68.6,21.2,36.9,992.89
7,8,2004-08-16 00:00:00,-70.0,21.2,37.163,992.73
7,9,2004-08-16 06:00:00,-71.4,21.2,30.883,998.17
7,10,2004-08-16 12:00:00,-72.6,21.0,32.154,997.46
7,11,2004-08-16 18:00:00,-74.0,21.0,29.792,997.68
7,12,2004-08-17 00:00:00,-75.2,21.0,28.384,1000.14
7,13,2004-08-17 06:00:00,-76.4,21.2,24.667,1004.06
8,1,2004-08-18 18:00:00,-84.4,20.6,31.046,995.25
8,2,2004-08-19 00:00:00,-85.4,20.8,31.792,992.91
8,3,2004-08-19 06:00:00,-86.4,21.0,32.789,993.82
8,4,2004-08-19 12:00:00,-87.8,21.4,29.536,998.86
8,5,2004-08-19 18:00:00,-88.8,21.8,28.513,999.06
8,6,2004-08-20 00:00:00,-89.8,22.0,26.606,999.83
8,7,2004-08-20 06:00:00,-90.8,22.4,25.348,1000.48
8,8,2004-08-20 12:00:00,-91.8,23.0,23.261,1003.24
8,9,2004-08-20 18:00:00,-92.6,23.8,20.957,1005.02
9,1,2004-08-24 12:00:00,-76.8,18.4,18.16,1007.14
9,2,2004-08-24 18:00:00,-78.2,18.6,18.111,1005.7
9,3,2004-08-25 00:00:00,-79.2,19.0,22.791,1001.84
9,4,2004-08-25 06:00:00,-80.4,19.4,28.169,996.15
9,5,2004-08-25 12:00:00,-81.8,19.8,33.13,992.05
9,6,2004-08-25 18:00:00,-83.2,20.4,33.891,990.39
9,7,2004-08-26 00:00:00,-84.4,20.8,38.19,984.06
9,8,2004-08-26 06:00:00,-85.8,21.2,40.97,976.96
9,9,2004-08-26 12:00:00,-87.4,21.6,42.971,980.46
9,10,2004-08-26 18:00:00,-89.0,21.8,39.463,981.03
9,11,2004-08-27 00:00:00,-90.6,21.8,42.305,980.74
9,12,2004-08-27 06:00:00,-92.0,22.2,44.805,971.9
9,13,2004-08-27 12:00:00,-93.6,22.2,51.269,958.53
9,14,2004-08-27 18:00:00,-94.8,22.4,54.912,945.44
9,15,2004-08-28 00:00:00,-96.2,22.4,54.82,945.04
9,16,2004-08-28 06:00:00,-97.4,22.6,60.003,938.88
9,17,2004-08-28 12:00:00,-98.6,22.0,34.377,978.22
10,1,2004-08-26 12:00:00,-57.8,11.4,18.525,1007.14
10,2,2004-08-26 18:00:00,-59.8,12.0,20.113,1007.43
10,3,2004-08-27 00:00:00,-61.6,12.6,21.487,1004.2
10,4,2004-08-27 06:00:00,-63.2,13.6,21.519,1004.29
10,5,2004-08-27 12:00:00,-64.8,14.2,21.474,1003.41
10,6,2004-08-27 18:00:00,-66.2,15.2,20.227,1004.33
10,7,2004-08-28 00:00:00,-67.4,16.4,23.001,1001.3
10,8,2004-08-28 06:00:00,-68.4,17.6,24.196,999.3
11,1,2004-09-01 06:00:00,-53.2,18.4,20.723,1006.04
11,2,2004-09-01 12:00:00,-54.2,18.8,22.871,1001.71
11,3,2004-09-01 18:00:00,-55.0,19.4,25.336,1000.89
11,4,2004-09-02 00:00:00,-55.8,20.0,26.314,997.54
12,1,2004-09-02 06:00:00,-94.8,14.2,21.0,998.92
12,2,2004-09-02 12:00:00,-95.8,14.4,25.644,996.63
12,3,2004-09-02 18:00:00,-96.4,14.8,24.502,998.6
12,4,2004-09-03 00:00:00,-97.0,15.6,17.072,1004.99
13,1,2004-09-03 18:00:00,-95.0,25.6,23.399,994.13
13,2,2004-09-04 00:00:00,-94.8,26.2,28.802,987.2
13,3,2004-09-04 06:00:00,-94.6,26.8,32.664,980.74
13,4,2004-09-04 12:00:00,-94.4,27.4,38.577,972.4
13,5,2004-09-04 18:00:00,-94.4,28.2,42.958,966.22
13,6,2004-09-05 00:00:00,-94.6,28.8,46.849,958.39
13,7,2004-09-05 06:00:00,-94.8,29.2,38.249,968.92
13,8,2004-09-05 12:00:00,-95.2,29.6,29.927,980.83
14,1,2004-09-05 12:00:00,-36.0,17.0,22.579,1001.37
14,2,2004-09-05 18:00:00,-38.2,18.0,26.907,1000.54
14,3,2004-09-06 00:00:00,-39.2,19.0,27.792,997.12
14,4,2004-09-06 06:00:00,-40.4,19.4,28.629,993.74
14,5,2004-09-06 12:00:00,-41.2,20.2,31.401,986.97
14,6,2004-09-06 18:00:00,-42.0,21.2,36.009,980.64
14,7,2004-09-07 00:00:00,-42.6,22.0,39.947,972.37
14,8,2004-09-07 06:00:00,-43.2,22.8,44.62,964.31
14,9,2004-09-07 12:00:00,-43.8,23.6,44.808,957.45
14,10,2004-09-07 18:00:00,-44.2,24.4,52.273,949.0
14,11,2004-09-08 00:00:00,-44.2,25.4,57.922,941.18
14,12,2004-09-08 06:00:00,-44.2,26.6,57.413,938.2
14,13,2004-09-08 12:00:00,-44.0,27.8,59.429,933.37
14,14,2004-09-08 18:00:00,-43.8,29.2,57.883,931.87
15,1,2004-09-09 06:00:00,-41.2,13.4,24.681,992.87
15,2,2004-09-09 12:00:00,-42.2,13.8,29.695,986.85
15,3,2004-09-09 18:00:00,-43.2,14.8,34.095,984.12
15,4,2004-09-10 00:00:00,-44.2,15.6,40.547,976.84
15,5,2004-09-10 06:00:00,-45.4,16.4,45.433,972.02
15,6,2004-09-10 12:00:00,-46.6,17.6,50.843,964.02
15,7,2004-09-10 18:00:00,-47.8,18.4,52.458,964.79
15,8,2004-09-11 00:00:00,-49.0,19.6,52.143,960.61
15,9,2004-09-11 06:00:00,-50.4,20.6,53.73,960.2
15,10,2004-09-11 12:00:00,-51.8,21.6,54.356,960.45
15,11,2004-09-11 18:00:00,-53.0,22.8,50.881,965.47
15,12,2004-09-12 00:00:00,-54.0,24.2,50.01,972.19
15,13,2004-09-12 06:00:00,-55.0,25.6,44.327,974.77
15,14,2004-09-12 12:00:00,-55.8,27.0,45.138,972.92
15,15,2004-09-12 18:00:00,-56.2,28.4,45.689,973.41
15,16,2004-09-13 00:00:00,-56.2,29.6,44.95,973.51
16,1,2004-09-14 12:00:00,-34.6,25.4,20.499,1003.9
16,2,2004-09-14 18:00:00,-35.6,26.6,21.475,1004.27
16,3,2004-09-15 00:00:00,-36.4,27.4,20.111,1003.98
16,4,2004-09-15 06:00:00,-37.0,28.4,18.313,1006.21
17,1,2004-09-18 18:00:00,-48.8,13.2,24.022,1001.7
17,2,2004-09-19 00:00:00,-50.4,13.6,26.063,997.17
17,3,2004-09-19 06:00:00,-52.2,13.8,31.161,990.87
17,4,2004-09-19 12:00:00,-53.8,14.0,36.012,982.04
17,5,2004-09-19 18:00:00,-55.2,14.4,40.531,978.96
17,6,2004-09-20 00:00:00,-56.6,14.6,46.558,969.47
