numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1974-01-01 12:00:00,-41.2,25.6,34.31,15.155,1011.18,0.0
1,2,1974-01-01 18:00:00,-42.8,24.8,39.28,16.019,1012.67,0.0
1,3,1974-01-02 00:00:00,-44.4,24.6,39.81,16.065,1012.3,0.0
1,4,1974-01-02 06:00:00,-46.6,24.4,34.09,17.182,1012.69,0.0
1,5,1974-01-02 12:00:00,-48.8,24.2,36.3,17.516,1011.14,0.0
1,6,1974-01-02 18:00:00,-51.2,22.8,32.83,17.534,1011.23,0.0
1,7,1974-01-03 00:00:00,-52.0,22.0,36.35,15.724,1009.87,0.0
1,8,1974-01-03 06:00:00,-52.6,22.0,45.6,14.103,1009.49,0.0
1,9,1974-01-03 12:00:00,-53.2,21.8,43.58,14.567,1006.95,0.0
1,10,1974-01-03 18:00:00,-53.6,21.6,41.34,17.214,1006.69,1.0
1,11,1974-01-04 00:00:00,-54.4,22.2,45.07,19.93,1005.1,1.0
1,12,1974-01-04 06:00:00,-56.0,22.6,63.25,22.587,1004.1,1.0
1,13,1974-01-04 12:00:00,-57.4,22.8,72.79,21.456,999.41,1.0
1,14,1974-01-04 18:00:00,-58.2,23.0,83.54,22.149,997.98,1.0
1,15,1974-01-05 00:00:00,-58.8,23.6,92.69,25.748,994.1,1.0
1,16,1974-01-05 06:00:00,-59.0,24.2,109.96,27.263,991.11,1.0
1,17,1974-01-05 12:00:00,-58.8,25.0,129.83,31.774,983.91,1.0
1,18,1974-01-05 18:00:00,-58.4,25.6,150.18,33.821,979.38,1.0
1,19,1974-01-06 00:00:00,-57.8,25.8,166.34,36.586,973.89,1.0
1,20,1974-01-06 06:00:00,-57.2,26.2,163.79,38.975,972.8,1.0
1,21,1974-01-06 12:00:00,-56.6,26.2,158.24,37.57,971.15,1.0
1,22,1974-01-06 18:00:00,-56.0,26.2,155.19,37.504,973.68,1.0
1,23,1974-01-07 00:00:00,-55.8,26.0,136.88,35.611,974.53,1.0
1,24,1974-01-07 06:00:00,-56.0,25.8,131.67,34.687,977.27,1.0
1,25,1974-01-07 12:00:00,-56.4,25.8,127.6,34.022,977.51,1.0
1,26,1974-01-07 18:00:00,-57.0,25.8,143.33,36.383,978.02,1.0
1,27,1974-01-08 00:00:00,-57.6,26.0,162.18,38.562,975.31,1.0
1,28,1974-01-08 06:00:00,-58.0,26.0,163.31,39.98,974.27,1.0
1,29,1974-01-08 12:00:00,-58.6,25.8,153.29,41.752,973.36,1.0
1,30,1974-01-08 18:00:00,-59.2,25.4,137.72,40.507,976.82,1.0
1,31,1974-01-09 00:00:00,-59.8,24.8,146.75,38.341,979.47,1.0
1,32,1974-01-09 06:00:00,-60.4,23.8,147.53,37.176,981.4,1.0
1,33,1974-01-09 12:00:00,-61.2,22.6,155.39,36.799,982.03,1.0
