numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1998-07-19 00:00:00,-73.6,8.2,38.69,15.989,1006.91,0.0
1,2,1998-07-19 06:00:00,-74.6,11.4,24.27,17.318,1007.99,0.0
1,3,1998-07-19 12:00:00,-74.2,11.2,43.84,15.893,1009.92,0.0
1,4,1998-07-19 18:00:00,-70.4,9.8,23.06,13.368,1008.64,0.0
1,5,1998-07-20 00:00:00,-67.6,10.4,24.45,11.596,1012.12,0.0
1,6,1998-07-20 06:00:00,-67.6,10.4,24.63,9.825,1010.89,0.0
1,7,1998-07-20 12:00:00,-69.0,7.2,30.66,8.837,1013.38,0.0
1,8,1998-07-20 18:00:00,-70.6,7.6,31.24,13.496,1007.24,0.0
1,9,1998-07-21 00:00:00,-73.6,8.2,51.85,5.172,1007.94,0.0
1,10,1998-07-21 06:00:00,-73.6,8.2,45.56,14.698,1009.04,0.0
1,11,1998-07-21 12:00:00,-73.6,11.2,27.67,13.328,1010.85,0.0
1,12,1998-07-21 18:00:00,-74.8,11.6,25.58,11.595,1009.18,0.0
1,13,1998-07-22 00:00:00,-74.2,11.2,29.38,14.613,1008.85,0.0
1,14,1998-07-22 06:00:00,-70.2,9.8,24.77,9.453,1009.83,0.0
1,15,1998-07-22 12:00:00,-69.8,7.2,25.84,5.846,1013.02,0.0
1,16,1998-07-22 18:00:00,-71.0,6.8,19.55,4.708,1007.73,0.0
1,17,1998-07-23 00:00:00,-73.6,8.2,46.72,14.131,1007.94,0.0
1,18,1998-07-23 06:00:00,-74.2,11.2,35.46,14.837,1009.12,0.0
1,19,1998-07-23 12:00:00,-74.4,11.2,37.84,14.12,1010.16,0.0
1,20,1998-07-23 18:00:00,-73.6,8.4,17.18,5.202,1007.46,0.0
1,21,1998-07-24 00:00:00,-73.6,8.2,40.84,15.233,1006.86,0.0
1,22,1998-07-24 06:00:00,-74.2,11.2,36.79,16.499,1008.56,0.0
1,23,1998-07-24 12:00:00,-74.4,11.2,37.59,14.93,1010.86,0.0
1,24,1998-07-24 18:00:00,-73.6,11.2,30.96,12.377,1008.95,0.0
1,25,1998-07-25 00:00:00,-74.6,11.0,34.11,14.773,1008.46,0.0
1,26,1998-07-25 06:00:00,-73.6,8.2,28.87,4.111,1010.02,0.0
1,27,1998-07-25 12:00:00,-73.6,8.4,27.68,13.951,1011.19,0.0
1,28,1998-07-25 18:00:00,-73.6,11.2,27.76,11.727,1009.19,0.0
1,29,1998-07-26 00:00:00,-74.2,11.2,34.39,13.164,1009.51,0.0
1,30,1998-07-26 06:00:00,-74.8,11.2,28.83,13.596,1009.9,0.0
1,31,1998-07-26 12:00:00,-74.4,11.2,32.19,13.061,1011.06,0.0
1,32,1998-07-26 18:00:00,-73.0,10.6,28.82,11.248,1007.82,0.0
1,33,1998-07-27 00:00:00,-73.6,8.0,24.14,3.797,1008.87,0.0
1,34,1998-07-27 06:00:00,-73.6,8.2,34.67,14.092,1009.61,0.0
1,35,1998-07-27 12:00:00,-74.4,11.2,28.52,12.709,1010.81,0.0
1,36,1998-07-27 18:00:00,-74.2,11.0,19.41,10.597,1008.29,0.0
1,37,1998-07-28 00:00:00,-74.2,11.0,29.11,11.409,1009.29,0.0
1,38,1998-07-28 06:00:00,-73.8,11.2,23.48,11.337,1009.6,0.0
1,39,1998-07-28 12:00:00,-70.2,10.0,16.01,11.663,1012.2,0.0
1,40,1998-07-28 18:00:00,-70.2,10.0,27.02,11.021,1008.78,0.0
1,41,1998-07-29 00:00:00,-73.6,8.2,29.45,4.108,1008.25,0.0
1,42,1998-07-29 06:00:00,-73.6,8.2,36.35,12.855,1009.54,0.0
1,43,1998-07-29 12:00:00,-74.2,11.2,31.54,12.985,1010.79,0.0
1,44,1998-07-29 18:00:00,-74.4,11.2,32.17,12.145,1008.4,0.0
1,45,1998-07-30 00:00:00,-74.2,11.2,30.29,14.068,1010.04,0.0
1,46,1998-07-30 06:00:00,-75.2,11.4,26.67,12.618,1010.31,0.0
1,47,1998-07-30 12:00:00,-79.8,12.0,17.17,11.713,1011.89,0.0
1,48,1998-07-30 18:00:00,-81.0,12.2,31.31,11.134,1010.82,0.0
1,49,1998-07-31 00:00:00,-82.2,12.4,34.45,10.888,1011.25,0.0
1,50,1998-07-31 06:00:00,-83.0,12.6,35.99,11.028,1010.88,0.0
1,51,1998-07-31 12:00:00,-83.2,13.8,50.27,11.155,1010.25,0.0
1,52,1998-07-31 18:00:00,-83.2,14.0,48.1,14.461,1009.18,0.0
1,53,1998-08-01 00:00:00,-83.6,15.2,46.56,15.568,1008.74,0.0
1,54,1998-08-01 06:00:00,-84.8,16.2,53.5,17.242,1006.87,1.0
1,55,1998-08-01 12:00:00,-86.0,16.6,58.44,19.234,1005.14,1.0
1,56,1998-08-01 18:00:00,-87.2,17.0,76.77,21.609,1003.01,1.0
1,57,1998-08-02 00:00:00,-88.4,17.6,120.88,21.439,1001.47,1.0
1,58,1998-08-02 06:00:00,-89.8,17.4,120.78,13.378,1004.17,0.0
1,59,1998-08-02 12:00:00,-91.4,17.6,98.38,15.639,1005.48,0.0
1,60,1998-08-02 18:00:00,-93.2,17.6,66.79,16.265,1006.7,0.0
1,61,1998-08-03 00:00:00,-93.4,17.6,70.99,16.901,1005.71,0.0
1,62,1998-08-03 06:00:00,-94.6,17.4,115.04,17.307,1006.11,0.0
1,63,1998-08-03 12:00:00,-95.6,17.8,99.88,13.026,1008.1,0.0
1,64,1998-08-03 18:00:00,-96.4,18.2,53.12,8.669,1009.83,0.0
1,65,1998-08-04 00:00:00,-96.0,15.6,13.43,8.668,1010.36,0.0
2,1,1998-08-03 00:00:00,-67.2,18.6,12.42,12.954,1011.88,0.0
2,2,1998-08-03 06:00:00,-71.2,19.4,20.03,13.445,1011.79,0.0
2,3,1998-08-03 12:00:00,-71.4,19.4,25.01,12.365,1012.25,0.0
2,4,1998-08-03 18:00:00,-71.6,19.6,23.47,11.311,1013.09,0.0
2,5,1998-08-04 00:00:00,-71.2,19.4,29.99,12.394,1012.67,0.0
2,6,1998-08-04 06:00:00,-71.4,19.4,24.55,14.221,1013.33,0.0
2,7,1998-08-04 12:00:00,-71.4,19.4,19.66,11.459,1013.77,0.0
