numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1979-01-02 06:00:00,-37.6,25.8,22.07,10.535,1014.08,0.0
1,2,1979-01-02 12:00:00,-41.4,23.2,34.76,10.198,1014.19,0.0
1,3,1979-01-02 18:00:00,-41.8,22.6,37.54,13.446,1013.42,0.0
1,4,1979-01-03 00:00:00,-39.2,24.4,43.62,12.388,1015.9,0.0
1,5,1979-01-03 06:00:00,-38.8,25.0,56.55,14.997,1012.21,0.0
1,6,1979-01-03 12:00:00,-41.4,23.8,78.88,15.564,1012.3,0.0
1,7,1979-01-03 18:00:00,-41.6,25.0,81.79,20.52,1010.0,0.0
1,8,1979-01-04 00:00:00,-43.4,25.8,107.21,21.457,1007.2,0.0
1,9,1979-01-04 06:00:00,-45.4,26.8,87.63,23.159,1001.78,0.0
1,10,1979-01-04 12:00:00,-46.8,26.6,68.5,22.59,999.87,0.0
1,11,1979-01-04 18:00:00,-49.8,26.6,80.36,23.855,996.19,0.0
1,12,1979-01-05 00:00:00,-51.4,25.4,85.78,23.085,994.55,0.0
1,13,1979-01-05 06:00:00,-51.8,24.0,98.52,21.31,992.25,0.0
1,14,1979-01-05 12:00:00,-51.8,22.8,91.87,23.155,993.58,0.0
1,15,1979-01-05 18:00:00,-51.4,22.0,80.66,22.729,993.34,0.0
1,16,1979-01-06 00:00:00,-50.8,21.8,78.35,20.392,994.63,0.0
1,17,1979-01-06 06:00:00,-49.8,21.8,102.65,23.532,992.87,0.0
1,18,1979-01-06 12:00:00,-49.2,22.4,88.32,22.078,994.02,0.0
1,19,1979-01-06 18:00:00,-49.0,23.0,109.15,24.822,991.24,1.0
1,20,1979-01-07 00:00:00,-48.8,24.0,137.1,26.393,989.64,1.0
1,21,1979-01-07 06:00:00,-48.4,25.4,154.28,28.162,987.21,1.0
1,22,1979-01-07 12:00:00,-48.6,27.4,175.03,31.992,983.06,1.0
1,23,1979-01-07 18:00:00,-49.8,29.4,198.42,33.822,977.97,1.0
2,1,1979-01-08 12:00:00,-53.8,29.4,135.67,31.893,982.38,1.0
2,2,1979-01-08 18:00:00,-55.8,28.0,116.95,28.274,988.34,1.0
2,3,1979-01-09 00:00:00,-57.6,26.6,94.77,25.632,990.66,1.0
2,4,1979-01-09 06:00:00,-58.4,25.4,99.06,25.816,992.12,1.0
2,5,1979-01-09 12:00:00,-58.4,24.6,105.75,23.459,990.66,0.0
2,6,1979-01-09 18:00:00,-57.6,24.4,104.32,20.768,992.68,0.0
2,7,1979-01-10 00:00:00,-57.0,24.2,118.45,23.195,991.2,0.0
2,8,1979-01-10 06:00:00,-56.0,24.4,104.34,22.876,994.31,0.0
2,9,1979-01-10 12:00:00,-55.4,25.0,97.51,22.848,994.34,0.0
2,10,1979-01-10 18:00:00,-54.8,25.6,87.98,22.89,996.93,0.0
2,11,1979-01-11 00:00:00,-54.8,26.2,71.59,20.613,998.79,0.0
2,12,1979-01-11 06:00:00,-54.0,27.0,58.68,18.908,1000.59,0.0
2,13,1979-01-11 12:00:00,-53.2,28.4,62.24,17.058,1000.3,0.0
2,14,1979-01-11 18:00:00,-51.6,28.8,59.43,23.788,1000.84,0.0
2,15,1979-01-12 00:00:00,-49.2,29.2,111.28,25.338,996.03,0.0
3,1,1979-01-13 06:00:00,-40.4,29.0,87.81,21.409,983.54,0.0
3,2,1979-01-13 12:00:00,-39.8,28.0,81.77,23.165,986.27,1.0
3,3,1979-01-13 18:00:00,-39.2,26.2,70.88,20.816,987.98,1.0
3,4,1979-01-14 00:00:00,-38.4,24.6,60.25,20.634,991.92,1.0
3,5,1979-01-14 06:00:00,-37.6,23.0,66.76,21.605,992.48,1.0
3,6,1979-01-14 12:00:00,-36.6,22.0,80.55,22.454,993.78,1.0
3,7,1979-01-14 18:00:00,-35.0,21.4,94.65,25.546,990.27,1.0
3,8,1979-01-15 00:00:00,-33.2,21.6,119.89,29.071,986.27,1.0
3,9,1979-01-15 06:00:00,-31.6,22.0,145.39,35.991,979.29,1.0
3,10,1979-01-15 12:00:00,-30.2,22.6,163.03,40.029,976.81,0.0
3,11,1979-01-15 18:00:00,-27.8,23.0,182.98,38.261,974.63,0.0
3,12,1979-01-16 00:00:00,-24.8,24.6,162.88,40.019,975.55,0.0
4,1,1979-06-27 06:00:00,-90.4,20.4,17.34,12.3,1013.55,0.0
4,2,1979-06-27 12:00:00,-91.0,19.8,33.79,13.384,1012.03,0.0
4,3,1979-06-27 18:00:00,-93.4,17.2,29.69,11.634,1012.02,0.0
4,4,1979-06-28 00:00:00,-93.2,17.2,22.09,7.158,1010.76,0.0
4,5,1979-06-28 06:00:00,-93.0,16.6,24.93,14.577,1010.64,0.0
4,6,1979-06-28 12:00:00,-96.8,16.0,17.27,12.645,1012.38,0.0
4,7,1979-06-28 18:00:00,-97.0,16.0,35.64,14.988,1011.39,0.0
4,8,1979-06-29 00:00:00,-94.6,16.6,22.04,14.338,1010.33,0.0
4,9,1979-06-29 06:00:00,-92.0,15.8,28.1,7.504,1009.76,0.0
4,10,1979-06-29 12:00:00,-89.8,13.6,13.62,4.63,1010.71,0.0
4,11,1979-06-29 18:00:00,-89.4,13.4,13.49,8.768,1012.38,0.0
4,12,1979-06-30 00:00:00,-86.6,15.8,16.32,8.577,1010.8,0.0
4,13,1979-06-30 06:00:00,-86.6,15.8,21.63,9.872,1010.78,0.0
4,14,1979-06-30 12:00:00,-86.6,15.8,20.73,10.421,1012.01,0.0
4,15,1979-06-30 18:00:00,-85.4,16.8,20.64,10.598,1012.65,0.0
4,16,1979-07-01 00:00:00,-86.4,17.8,37.88,12.245,1012.2,0.0
4,17,1979-07-01 06:00:00,-88.0,18.0,31.93,12.31,1011.23,0.0
4,18,1979-07-01 12:00:00,-88.8,18.0,28.09,13.312,1011.29,0.0
4,19,1979-07-01 18:00:00,-89.4,18.8,33.06,13.769,1011.25,0.0
4,20,1979-07-02 00:00:00,-88.8,20.0,41.26,14.935,1010.53,0.0
4,21,1979-07-02 06:00:00,-90.8,21.0,39.32,16.013,1009.52,0.0
4,22,1979-07-02 12:00:00,-91.4,22.2,40.07,16.893,1008.74,0.0
4,23,1979-07-02 18:00:00,-92.8,22.8,32.49,15.688,1007.85,0.0
4,24,1979-07-03 00:00:00,-92.2,24.4,37.04,16.162,1007.29,0.0
4,25,1979-07-03 06:00:00,-93.0,25.0,36.18,15.998,1005.53,0.0
4,26,1979-07-03 12:00:00,-93.8,25.4,34.81,17.638,1004.27,1.0
4,27,1979-07-03 18:00:00,-94.0,26.4,50.56,18.938,1002.57,1.0
4,28,1979-07-04 00:00:00,-94.4,27.0,54.75,19.198,1001.15,1.0
4,29,1979-07-04 06:00:00,-94.6,27.6,73.58,21.491,997.88,1.0
4,30,1979-07-04 12:00:00,-94.8,28.0,92.53,24.067,994.18,1.0
4,31,1979-07-04 18:00:00,-95.0,28.4,136.58,30.057,988.29,1.0
4,32,1979-07-05 00:00:00,-95.0,28.8,174.2,30.521,982.98,1.0
4,33,1979-07-05 06:00:00,-95.2,29.0,208.28,28.569,983.55,1.0
4,34,1979-07-05 12:00:00,-95.4,29.2,189.75,28.081,988.1,1.0
4,35,1979-07-05 18:00:00,-95.6,29.4,160.13,26.316,991.32,1.0
4,36,1979-07-06 00:00:00,-95.6,29.4,122.63,22.293,997.29,0.0
4,37,1979-07-06 06:00:00,-96.0,29.2,102.05,20.173,1001.55,0.0
4,38,1979-07-06 12:00:00,-96.4,29.0,77.48,18.485,1005.58,0.0
4,39,1979-07-06 18:00:00,-97.0,29.4,53.24,15.702,1007.97,0.0
4,40,1979-07-07 00:00:00,-97.4,29.4,45.13,14.319,1009.24,0.0
4,41,1979-07-07 06:00:00,-98.0,28.2,41.44,15.025,1006.32,0.0
4,42,1979-07-07 12:00:00,-98.4,28.2,56.95,14.344,1009.28,0.0
4,43,1979-07-07 18:00:00,-98.8,27.8,80.11,14.093,1009.83,0.0
4,44,1979-07-08 00:00:00,-99.0,27.4,56.44,11.555,1010.83,0.0
4,45,1979-07-08 06:00:00,-99.4,27.0,60.97,11.073,1010.41,0.0
