numtc,step,date,lon,lat,vmax,pmin
1,1,2023-05-18 00:00:00,-82.2,26.2,18.697,1002.0
1,2,2023-05-18 06:00:00,-80.2,27.0,18.73,1002.45
1,3,2023-05-18 12:00:00,-78.8,28.0,18.465,1000.5
1,4,2023-05-18 18:00:00,-76.8,28.8,19.988,1001.52
1,5,2023-05-19 00:00:00,-75.2,29.6,21.126,1000.02
1,6,2023-05-19 06:00:00,-73.8,29.8,20.089,1001.5
2,1,2023-06-05 12:00:00,-84.8,16.0,19.647,998.31
2,2,2023-06-05 18:00:00,-84.0,16.6,21.446,997.15
2,3,2023-06-06 00:00:00,-84.2,17.0,22.977,993.88
2,4,2023-06-06 06:00:00,-84.0,18.0,28.565,988.92
2,5,2023-06-06 12:00:00,-83.4,19.2,33.274,981.99
2,6,2023-06-06 18:00:00,-82.8,20.0,38.901,971.48
2,7,2023-06-07 00:00:00,-82.2,20.8,42.016,961.38
2,8,2023-06-07 06:00:00,-81.2,21.6,47.301,952.3
2,9,2023-06-07 12:00:00,-80.0,22.4,38.892,959.49
2,10,2023-06-07 18:00:00,-78.4,23.0,45.83,960.19
2,11,2023-06-08 00:00:00,-76.4,24.0,51.744,954.8
2,12,2023-06-08 06:00:00,-74.0,25.2,54.053,959.85
2,13,2023-06-08 12:00:00,-71.4,26.8,50.196,961.75
2,14,2023-06-08 18:00:00,-68.4,28.4,49.983,967.27
3,1,2023-06-18 00:00:00,-61.6,14.6,20.798,1005.69
3,2,2023-06-18 06:00:00,-62.8,15.4,23.574,1005.16
3,3,2023-06-18 12:00:00,-64.0,16.0,25.861,1002.9
3,4,2023-06-18 18:00:00,-65.2,16.4,25.792,1003.53
3,5,2023-06-19 00:00:00,-66.6,17.0,26.533,1002.37
3,6,2023-06-19 06:00:00,-67.8,17.4,25.527,1004.37
3,7,2023-06-19 12:00:00,-69.2,18.0,23.133,1004.23
4,1,2023-06-27 06:00:00,-63.6,20.2,17.898,1013.1
4,2,2023-06-27 12:00:00,-64.6,21.0,18.637,1009.82
4,3,2023-06-27 18:00:00,-65.4,21.6,20.361,1009.35
4,4,2023-06-28 00:00:00,-66.0,22.6,21.228,1006.92
4,5,2023-06-28 06:00:00,-66.6,23.4,23.747,1006.76
4,6,2023-06-28 12:00:00,-67.2,23.8,22.149,1005.84
4,7,2023-06-28 18:00:00,-67.6,24.4,20.817,1006.39
4,8,2023-06-29 00:00:00,-67.6,25.0,21.409,1004.52
5,1,2023-06-29 12:00:00,-68.0,25.6,20.354,1003.07
5,2,2023-06-29 18:00:00,-68.0,25.8,21.913,1003.79
5,3,2023-06-30 00:00:00,-68.2,26.0,21.376,1002.71
5,4,2023-06-30 06:00:00,-67.8,26.0,19.782,1002.22
5,5,2023-06-30 12:00:00,-67.6,26.4,20.136,999.82
5,6,2023-06-30 18:00:00,-67.2,27.0,22.79,998.43
5,7,2023-07-01 00:00:00,-66.8,28.0,24.9,995.33
5,8,2023-07-01 06:00:00,-66.6,29.2,25.617,992.32
6,1,2023-07-05 12:00:00,-60.8,22.4,18.639,1011.77
