numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1962-06-25 18:00:00,-93.6,8.2,45.93,14.383,1007.19,0.0
1,2,1962-06-26 00:00:00,-92.6,9.2,41.18,13.047,1006.76,0.0
1,3,1962-06-26 06:00:00,-93.0,9.2,41.16,15.257,1005.15,0.0
1,4,1962-06-26 12:00:00,-93.6,9.8,65.44,20.535,1002.96,0.0
1,5,1962-06-26 18:00:00,-94.8,10.4,77.17,19.463,1001.58,0.0
1,6,1962-06-27 00:00:00,-95.4,11.0,79.56,20.632,1000.0,0.0
1,7,1962-06-27 06:00:00,-96.4,11.8,78.84,20.138,1000.0,1.0
1,8,1962-06-27 12:00:00,-97.2,12.4,117.09,23.941,997.38,1.0
1,9,1962-06-27 18:00:00,-98.2,13.0,122.56,25.743,994.92,1.0
1,10,1962-06-28 00:00:00,-99.2,13.4,145.19,27.64,992.06,1.0
2,1,1962-06-23 00:00:00,-84.6,10.2,22.61,7.219,1009.94,0.0
2,2,1962-06-23 06:00:00,-88.2,13.8,22.04,12.912,1011.67,0.0
2,3,1962-06-23 12:00:00,-90.4,17.2,17.03,9.925,1012.47,0.0
2,4,1962-06-23 18:00:00,-92.6,17.4,17.55,9.636,1011.55,0.0
2,5,1962-06-24 00:00:00,-92.0,16.0,27.41,13.533,1010.92,0.0
2,6,1962-06-24 06:00:00,-92.2,16.0,38.3,9.638,1011.48,0.0
2,7,1962-06-24 12:00:00,-95.0,17.0,39.56,10.123,1011.15,0.0
2,8,1962-06-24 18:00:00,-95.4,17.4,39.49,10.073,1011.79,0.0
2,9,1962-06-25 00:00:00,-93.0,16.8,32.6,9.455,1008.83,0.0
2,10,1962-06-25 06:00:00,-93.0,15.6,34.27,9.783,1010.34,0.0
2,11,1962-06-25 12:00:00,-94.6,16.6,20.21,11.933,1009.73,0.0
2,12,1962-06-25 18:00:00,-94.6,16.8,23.64,11.857,1008.49,0.0
2,13,1962-06-26 00:00:00,-92.0,15.8,36.93,12.752,1007.87,0.0
2,14,1962-06-26 06:00:00,-92.2,16.0,30.65,10.891,1008.77,0.0
2,15,1962-06-26 12:00:00,-93.4,17.2,23.86,10.784,1008.59,0.0
2,16,1962-06-26 18:00:00,-94.6,16.8,32.5,12.156,1007.84,0.0
2,17,1962-06-27 00:00:00,-92.0,15.8,34.38,12.391,1008.51,0.0
2,18,1962-06-27 06:00:00,-89.4,14.2,20.33,7.169,1009.56,0.0
2,19,1962-06-27 12:00:00,-88.2,10.8,37.35,7.99,1010.31,0.0
2,20,1962-06-27 18:00:00,-88.6,10.6,24.55,12.36,1008.78,0.0
2,21,1962-06-28 00:00:00,-89.4,14.0,17.32,11.453,1008.74,0.0
2,22,1962-06-28 06:00:00,-86.4,16.8,15.76,11.18,1010.81,0.0
2,23,1962-06-28 12:00:00,-86.4,18.8,21.08,9.685,1010.72,0.0
2,24,1962-06-28 18:00:00,-88.0,18.2,18.38,9.78,1009.44,0.0
2,25,1962-06-29 00:00:00,-87.4,17.0,19.86,10.786,1009.68,0.0
2,26,1962-06-29 06:00:00,-88.0,18.2,20.83,11.009,1009.97,0.0
2,27,1962-06-29 12:00:00,-88.0,18.8,25.56,11.513,1009.91,0.0
2,28,1962-06-29 18:00:00,-88.4,20.2,23.6,11.176,1009.29,0.0
2,29,1962-06-30 00:00:00,-89.0,20.6,26.57,10.441,1008.78,0.0
2,30,1962-06-30 06:00:00,-89.6,21.4,30.91,12.492,1008.29,0.0
2,31,1962-06-30 12:00:00,-88.6,21.8,25.94,14.508,1007.18,0.0
2,32,1962-06-30 18:00:00,-90.0,23.2,25.74,14.556,1005.59,0.0
2,33,1962-07-01 00:00:00,-90.6,24.2,35.09,15.342,1003.45,0.0
2,34,1962-07-01 06:00:00,-89.8,25.8,39.18,16.936,1001.28,0.0
2,35,1962-07-01 12:00:00,-91.0,25.6,67.41,19.635,997.21,1.0
2,36,1962-07-01 18:00:00,-91.6,26.2,65.99,20.544,994.59,1.0
2,37,1962-07-02 00:00:00,-92.4,26.6,62.83,21.646,991.58,1.0
2,38,1962-07-02 06:00:00,-93.4,27.0,70.12,27.221,989.53,1.0
2,39,1962-07-02 12:00:00,-94.2,27.2,116.5,31.114,985.23,1.0
2,40,1962-07-02 18:00:00,-95.4,27.6,146.73,33.608,981.1,1.0
2,41,1962-07-03 00:00:00,-96.4,28.0,145.61,32.663,979.19,1.0
2,42,1962-07-03 06:00:00,-97.4,28.2,155.84,30.532,981.62,1.0
2,43,1962-07-03 12:00:00,-98.0,28.4,152.12,24.878,984.47,1.0
2,44,1962-07-03 18:00:00,-98.8,29.0,121.27,20.16,992.5,1.0
3,1,1962-07-15 00:00:00,-70.6,19.2,16.19,10.261,1013.93,0.0
3,2,1962-07-15 06:00:00,-71.4,19.4,25.62,11.782,1013.17,0.0
3,3,1962-07-15 12:00:00,-72.6,18.8,12.68,11.104,1013.62,0.0
3,4,1962-07-15 18:00:00,-71.6,19.2,17.62,11.274,1014.34,0.0
3,5,1962-07-16 00:00:00,-71.4,19.4,21.68,11.336,1013.26,0.0
