numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,2008-01-07 18:00:00,-63.8,27.0,13.17,11.935,1022.18,0.0
1,2,2008-01-08 00:00:00,-64.4,26.6,17.78,12.332,1017.09,0.0
1,3,2008-01-08 06:00:00,-62.2,24.4,23.56,11.297,1017.5,0.0
1,4,2008-01-08 12:00:00,-61.8,24.4,25.3,10.262,1015.61,0.0
1,5,2008-01-08 18:00:00,-61.0,24.0,22.24,10.102,1016.27,0.0
1,6,2008-01-09 00:00:00,-58.4,24.2,44.21,10.205,1013.81,0.0
1,7,2008-01-09 06:00:00,-57.8,24.6,48.95,14.694,1012.23,0.0
1,8,2008-01-09 12:00:00,-57.2,26.8,55.11,18.152,1009.85,0.0
1,9,2008-01-09 18:00:00,-54.8,27.4,42.36,17.031,1008.75,0.0
1,10,2008-01-10 00:00:00,-56.2,27.8,61.12,17.051,1005.6,0.0
1,11,2008-01-10 06:00:00,-56.0,29.0,42.27,18.349,1004.67,0.0
1,12,2008-01-10 12:00:00,-56.8,28.8,75.28,18.604,1001.97,1.0
1,13,2008-01-10 18:00:00,-57.6,29.2,48.05,18.89,1001.96,1.0
1,14,2008-01-11 00:00:00,-58.0,29.8,30.4,19.132,1001.11,1.0
1,15,2008-01-11 06:00:00,-59.2,28.8,50.76,18.919,1001.78,1.0
1,16,2008-01-11 12:00:00,-59.6,28.4,65.66,19.92,997.75,1.0
1,17,2008-01-11 18:00:00,-60.2,28.0,61.76,18.417,998.45,1.0
1,18,2008-01-12 00:00:00,-60.4,27.8,54.48,18.543,998.12,1.0
1,19,2008-01-12 06:00:00,-60.6,28.0,65.88,21.482,999.07,1.0
1,20,2008-01-12 12:00:00,-60.6,28.2,60.2,19.698,998.85,1.0
1,21,2008-01-12 18:00:00,-60.4,28.4,58.94,20.036,1001.87,1.0
1,22,2008-01-13 00:00:00,-60.4,28.8,54.01,17.85,1002.78,1.0
1,23,2008-01-13 06:00:00,-60.0,29.4,54.67,17.798,1005.0,1.0
2,1,2008-04-26 18:00:00,-70.2,10.0,22.22,10.657,1006.62,0.0
2,2,2008-04-27 00:00:00,-75.0,11.4,19.39,11.752,1009.45,0.0
2,3,2008-04-27 06:00:00,-79.2,14.0,10.55,11.199,1009.09,0.0
2,4,2008-04-27 12:00:00,-80.8,13.6,16.55,9.655,1011.69,0.0
2,5,2008-04-27 18:00:00,-82.0,13.4,22.34,8.276,1008.06,0.0
2,6,2008-04-28 00:00:00,-84.6,10.2,27.34,8.677,1008.1,0.0
2,7,2008-04-28 06:00:00,-84.4,9.8,16.94,8.25,1008.67,0.0
2,8,2008-04-28 12:00:00,-84.2,9.4,14.21,8.216,1010.62,0.0
2,9,2008-04-28 18:00:00,-84.4,10.2,19.08,7.999,1008.52,0.0
2,10,2008-04-29 00:00:00,-84.6,10.2,27.7,9.963,1008.16,0.0
2,11,2008-04-29 06:00:00,-84.4,9.8,20.18,8.856,1009.66,0.0
2,12,2008-04-29 12:00:00,-84.4,9.6,14.58,6.42,1010.81,0.0
2,13,2008-04-29 18:00:00,-85.0,10.2,23.72,8.105,1008.63,0.0
2,14,2008-04-30 00:00:00,-88.2,13.8,24.09,17.203,1009.31,0.0
2,15,2008-04-30 06:00:00,-89.4,14.2,22.57,8.285,1010.69,0.0
2,16,2008-04-30 12:00:00,-86.8,15.8,10.42,9.8,1012.0,0.0
2,17,2008-04-30 18:00:00,-86.2,15.8,12.3,10.248,1007.8,0.0
2,18,2008-05-01 00:00:00,-87.4,15.0,28.57,10.82,1007.39,0.0
2,19,2008-05-01 06:00:00,-89.4,14.4,23.75,9.587,1008.59,0.0
2,20,2008-05-01 12:00:00,-89.4,14.0,17.42,8.677,1009.52,0.0
2,21,2008-05-01 18:00:00,-90.2,15.6,23.32,10.716,1007.02,0.0
2,22,2008-05-02 00:00:00,-93.0,17.4,22.71,10.188,1002.84,0.0
2,23,2008-05-02 06:00:00,-95.8,16.2,26.75,10.275,1004.63,0.0
2,24,2008-05-02 12:00:00,-96.4,15.8,15.03,9.244,1008.36,0.0
2,25,2008-05-02 18:00:00,-96.2,15.8,17.83,10.558,1002.09,0.0
2,26,2008-05-03 00:00:00,-92.6,17.4,16.47,14.109,1002.99,0.0
2,27,2008-05-03 06:00:00,-86.6,15.8,27.24,13.109,1007.43,0.0
2,28,2008-05-03 12:00:00,-83.4,11.8,28.19,9.642,1008.18,0.0
2,29,2008-05-03 18:00:00,-81.4,8.6,15.99,8.785,1007.49,0.0
2,30,2008-05-04 00:00:00,-81.6,8.4,14.81,9.828,1008.19,0.0
2,31,2008-05-04 06:00:00,-82.4,11.6,26.72,10.969,1007.32,0.0
2,32,2008-05-04 12:00:00,-83.4,11.0,31.46,12.695,1007.88,0.0
2,33,2008-05-04 18:00:00,-84.8,10.2,23.67,11.54,1007.47,0.0
2,34,2008-05-05 00:00:00,-83.8,10.4,21.61,10.145,1006.76,0.0
2,35,2008-05-05 06:00:00,-84.6,7.2,42.3,11.125,1006.6,0.0
2,36,2008-05-05 12:00:00,-84.2,7.2,60.19,12.692,1005.71,0.0
2,37,2008-05-05 18:00:00,-84.2,7.6,59.96,13.986,1003.65,0.0
2,38,2008-05-06 00:00:00,-84.4,8.2,81.06,15.921,1002.47,0.0
