numtc,step,date,lon,lat,vmax,pmin
1,1,1983-03-17 00:00:00,-91.2,25.0,20.343,989.08
1,2,1983-03-17 06:00:00,-89.4,26.8,24.456,983.27
1,3,1983-03-17 12:00:00,-88.4,28.4,23.692,979.14
1,4,1983-03-17 18:00:00,-88.2,29.6,22.118,975.11
2,1,1983-06-04 18:00:00,-88.2,16.4,19.429,1000.41
2,2,1983-06-05 00:00:00,-88.8,16.2,18.826,1000.97
2,3,1983-06-05 06:00:00,-88.2,17.4,19.581,999.98
2,4,1983-06-05 12:00:00,-88.2,17.6,20.801,998.84
2,5,1983-06-05 18:00:00,-88.6,18.8,21.62,997.71
2,6,1983-06-06 00:00:00,-89.0,19.8,20.06,997.16
3,1,1983-06-06 12:00:00,-88.8,21.8,22.141,994.29
3,2,1983-06-06 18:00:00,-89.0,23.2,22.584,991.11
3,3,1983-06-07 00:00:00,-88.0,23.4,23.188,990.55
3,4,1983-06-07 06:00:00,-86.8,25.8,27.208,987.13
3,5,1983-06-07 12:00:00,-86.0,26.2,28.443,983.12
3,6,1983-06-07 18:00:00,-85.0,27.8,30.254,978.69
3,7,1983-06-08 00:00:00,-82.2,29.4,29.683,983.56
4,1,1983-06-25 18:00:00,-79.0,29.0,27.733,983.78
4,2,1983-06-26 00:00:00,-79.0,28.8,30.807,979.79
4,3,1983-06-26 06:00:00,-78.6,28.4,34.872,974.38
4,4,1983-06-26 12:00:00,-78.6,28.4,37.474,967.95
4,5,1983-06-26 18:00:00,-78.8,27.8,41.423,963.76
4,6,1983-06-27 00:00:00,-78.8,28.0,44.635,959.11
4,7,1983-06-27 06:00:00,-79.0,28.0,48.769,954.14
4,8,1983-06-27 12:00:00,-79.4,28.0,48.082,951.78
4,9,1983-06-27 18:00:00,-79.6,28.4,50.372,951.62
4,10,1983-06-28 00:00:00,-80.2,28.4,44.713,955.41
4,11,1983-06-28 06:00:00,-80.2,28.4,38.463,967.83
4,12,1983-06-28 12:00:00,-80.2,28.6,33.584,973.19
4,13,1983-06-28 18:00:00,-80.0,28.8,34.657,974.13
4,14,1983-06-29 00:00:00,-80.0,29.0,35.233,972.69
