numtc,step,date,lon,lat,vmax,pmin
1,1,2011-04-28 00:00:00,-89.8,14.6,14.492,1006.67
1,2,2011-04-28 06:00:00,-86.6,11.6,6.784,1008.96
1,3,2011-04-28 12:00:00,-86.8,10.6,6.975,1010.38
1,4,2011-04-28 18:00:00,-86.6,9.6,8.834,1008.84
1,5,2011-04-29 00:00:00,-86.0,9.2,9.372,1008.55
1,6,2011-04-29 06:00:00,-84.6,10.6,7.941,1007.71
1,7,2011-04-29 12:00:00,-86.6,10.2,9.616,1007.53
1,8,2011-04-29 18:00:00,-85.8,9.4,11.3,1006.34
1,9,2011-04-30 00:00:00,-86.0,10.0,11.29,1005.49
1,10,2011-04-30 06:00:00,-86.4,10.0,15.307,1004.03
1,11,2011-04-30 12:00:00,-86.6,10.0,16.536,1002.68
1,12,2011-04-30 18:00:00,-87.0,10.2,18.959,1000.46
1,13,2011-05-01 00:00:00,-87.4,10.6,20.982,998.74
1,14,2011-05-01 06:00:00,-87.8,10.8,25.282,995.5
1,15,2011-05-01 12:00:00,-88.4,10.6,24.503,995.68
1,16,2011-05-01 18:00:00,-88.8,10.6,23.737,996.27
1,17,2011-05-02 00:00:00,-89.4,10.4,22.204,997.15
1,18,2011-05-02 06:00:00,-90.0,10.6,24.398,996.99
1,19,2011-05-02 12:00:00,-90.8,10.6,24.774,996.61
1,20,2011-05-02 18:00:00,-91.8,10.4,24.69,995.78
1,21,2011-05-03 00:00:00,-92.8,10.4,22.877,996.52
1,22,2011-05-03 06:00:00,-93.8,10.4,25.974,995.29
1,23,2011-05-03 12:00:00,-94.6,10.4,27.515,993.1
1,24,2011-05-03 18:00:00,-95.6,10.4,30.611,990.4
1,25,2011-05-04 00:00:00,-96.6,10.8,31.395,990.34
1,26,2011-05-04 06:00:00,-98.0,11.0,30.83,991.67
2,1,2011-05-29 12:00:00,-64.2,20.6,10.819,1013.12
2,2,2011-05-29 18:00:00,-64.4,21.0,11.532,1013.11
2,3,2011-05-30 00:00:00,-61.8,19.0,11.625,1012.19
2,4,2011-05-30 06:00:00,-62.0,19.8,11.383,1012.67
2,5,2011-05-30 12:00:00,-62.8,20.6,10.816,1012.6
2,6,2011-05-30 18:00:00,-62.8,21.4,10.968,1013.5
2,7,2011-05-31 00:00:00,-62.6,21.8,12.223,1012.67
2,8,2011-05-31 06:00:00,-60.0,22.0,14.841,1012.67
2,9,2011-05-31 12:00:00,-60.0,22.6,13.758,1010.24
2,10,2011-05-31 18:00:00,-60.2,23.0,14.641,1009.58
2,11,2011-06-01 00:00:00,-58.0,24.2,17.799,1008.7
2,12,2011-06-01 06:00:00,-56.0,24.6,17.364,1008.74
2,13,2011-06-01 12:00:00,-56.8,25.4,18.484,1007.03
2,14,2011-06-01 18:00:00,-55.2,25.6,19.33,1006.7
2,15,2011-06-02 00:00:00,-55.2,26.2,16.69,1006.16
2,16,2011-06-02 06:00:00,-55.0,26.8,16.601,1006.65
2,17,2011-06-02 12:00:00,-55.8,27.0,15.822,1004.3
2,18,2011-06-02 18:00:00,-53.2,28.6,16.304,1005.37
2,19,2011-06-03 00:00:00,-54.0,28.2,17.517,1003.75
2,20,2011-06-03 06:00:00,-53.0,27.8,20.588,1001.99
2,21,2011-06-03 12:00:00,-52.0,28.4,20.531,998.95
2,22,2011-06-03 18:00:00,-50.8,29.0,19.807,998.35
2,23,2011-06-04 00:00:00,-49.6,29.8,19.773,996.16
3,1,2011-07-14 06:00:00,-89.2,10.6,9.222,1011.21
3,2,2011-07-14 12:00:00,-92.2,11.2,11.794,1010.19
3,3,2011-07-14 18:00:00,-91.4,10.6,14.425,1008.74
3,4,2011-07-15 00:00:00,-91.2,10.4,16.663,1006.92
3,5,2011-07-15 06:00:00,-91.0,11.0,18.038,1006.45
3,6,2011-07-15 12:00:00,-91.2,11.4,18.906,1004.15
3,7,2011-07-15 18:00:00,-92.0,11.8,18.266,1003.26
3,8,2011-07-16 00:00:00,-92.0,11.8,17.482,1002.5
3,9,2011-07-16 06:00:00,-92.4,11.8,18.825,1001.45
3,10,2011-07-16 12:00:00,-93.2,11.6,20.358,1000.19
3,11,2011-07-16 18:00:00,-93.8,11.0,21.747,1000.04
3,12,2011-07-17 00:00:00,-94.0,10.4,22.728,998.76
3,13,2011-07-17 06:00:00,-94.6,9.6,25.057,997.79
3,14,2011-07-17 12:00:00,-94.8,9.2,26.681,994.69
3,15,2011-07-17 18:00:00,-95.4,9.0,25.664,994.46
3,16,2011-07-18 00:00:00,-96.4,9.0,27.33,993.59
3,17,2011-07-18 06:00:00,-97.2,9.2,30.911,989.68
3,18,2011-07-18 12:00:00,-98.2,9.6,31.462,989.3
3,19,2011-07-18 18:00:00,-99.4,10.0,31.637,989.77
4,1,2011-07-25 00:00:00,-11.6,17.0,6.857,1005.65
4,2,2011-07-25 06:00:00,-15.2,12.6,10.668,1011.57
4,3,2011-07-25 12:00:00,-22.6,9.0,11.801,1012.08
4,4,2011-07-25 18:00:00,-30.4,7.4,13.025,1012.1
4,5,2011-07-26 00:00:00,-36.8,8.4,10.011,1011.5
4,6,2011-07-26 06:00:00,-40.8,8.8,9.327,1011.47
4,7,2011-07-26 12:00:00,-45.0,8.8,9.791,1010.99
4,8,2011-07-26 18:00:00,-45.4,8.8,9.584,1011.86
4,9,2011-07-27 00:00:00,-45.8,9.0,9.617,1011.15
4,10,2011-07-27 06:00:00,-42.6,10.2,10.669,1012.43
4,11,2011-07-27 12:00:00,-40.0,10.8,10.426,1011.49
4,12,2011-07-27 18:00:00,-40.0,10.8,10.571,1011.98
4,13,2011-07-28 00:00:00,-37.2,11.0,10.552,1010.94
4,14,2011-07-28 06:00:00,-38.2,11.0,11.562,1011.88
4,15,2011-07-28 12:00:00,-42.6,9.2,11.575,1010.36
4,16,2011-07-28 18:00:00,-43.8,9.0,11.397,1011.62
4,17,2011-07-29 00:00:00,-44.2,8.8,10.594,1009.73
4,18,2011-07-29 06:00:00,-44.0,9.0,10.603,1010.26
4,19,2011-07-29 12:00:00,-44.4,9.4,11.627,1008.94
4,20,2011-07-29 18:00:00,-45.2,9.8,11.654,1010.34
4,21,2011-07-30 00:00:00,-47.2,9.6,10.74,1008.91
4,22,2011-07-30 06:00:00,-47.6,10.2,12.166,1009.88
4,23,2011-07-30 12:00:00,-49.6,11.8,12.297,1008.92
4,24,2011-07-30 18:00:00,-51.2,12.2,13.34,1010.72
4,25,2011-07-31 00:00:00,-53.0,13.4,14.165,1009.39
4,26,2011-07-31 06:00:00,-55.6,14.2,15.774,1009.68
4,27,2011-07-31 12:00:00,-57.8,15.0,16.322,1008.24
4,28,2011-07-31 18:00:00,-60.2,15.8,19.348,1007.94
4,29,2011-08-01 00:00:00,-62.4,16.4,22.805,1004.31
4,30,2011-08-01 06:00:00,-65.0,17.0,25.3,1003.44
4,31,2011-08-01 12:00:00,-67.4,17.2,23.982,1001.76
4,32,2011-08-01 18:00:00,-69.2,17.6,21.995,1004.05
4,33,2011-08-02 00:00:00,-70.6,18.2,18.362,1006.12
4,34,2011-08-02 06:00:00,-71.8,18.8,15.933,1007.67
4,35,2011-08-02 12:00:00,-72.8,19.0,16.281,1006.92
4,36,2011-08-02 18:00:00,-73.8,19.2,14.123,1006.44
4,37,2011-08-03 00:00:00,-74.0,20.0,15.542,1005.56
4,38,2011-08-03 06:00:00,-74.2,20.6,17.59,1002.65
4,39,2011-08-03 12:00:00,-74.2,21.0,19.561,999.64
4,40,2011-08-03 18:00:00,-74.2,21.4,22.359,998.08
4,41,2011-08-04 00:00:00,-74.0,22.0,24.483,995.48
4,42,2011-08-04 06:00:00,-74.0,22.8,27.849,991.76
4,43,2011-08-04 12:00:00,-74.2,23.4,31.629,986.44
4,44,2011-08-04 18:00:00,-74.4,24.0,36.617,982.42
4,45,2011-08-05 00:00:00,-74.6,24.6,38.028,978.72
4,46,2011-08-05 06:00:00,-74.8,25.4,41.202,975.44
4,47,2011-08-05 12:00:00,-75.0,26.0,43.994,972.0
4,48,2011-08-05 18:00:00,-75.6,26.6,45.157,970.4
4,49,2011-08-06 00:00:00,-76.0,27.0,44.787,971.19
4,50,2011-08-06 06:00:00,-76.4,27.4,45.371,971.13
4,51,2011-08-06 12:00:00,-76.8,27.6,46.421,967.45
4,52,2011-08-06 18:00:00,-77.4,28.0,51.217,955.91
4,53,2011-08-07 00:00:00,-78.2,28.8,53.91,949.0
4,54,2011-08-07 06:00:00,-78.6,29.0,51.772,953.4
4,55,2011-08-07 12:00:00,-78.8,29.4,50.196,953.12
4,56,2011-08-07 18:00:00,-79.0,29.4,49.66,951.87
4,57,2011-08-08 00:00:00,-78.8,29.6,52.434,946.01
4,58,2011-08-08 06:00:00,-78.4,29.8,54.316,942.98
5,1,2011-08-27 12:00:00,-0.4,15.2,21.792,993.61
5,2,2011-08-27 18:00:00,-1.6,15.4,23.814,992.07
5,3,2011-08-28 00:00:00,-3.0,15.6,24.331,991.71
5,4,2011-08-28 06:00:00,-4.4,15.8,27.172,988.74
5,5,2011-08-28 12:00:00,-5.8,16.0,30.512,985.09
5,6,2011-08-28 18:00:00,-7.2,16.6,27.923,987.79
5,7,2011-08-29 00:00:00,-8.8,17.0,27.341,989.44
5,8,2011-08-29 06:00:00,-10.2,17.4,29.191,988.28
5,9,2011-08-29 12:00:00,-11.6,18.0,26.615,988.72
5,10,2011-08-29 18:00:00,-13.2,18.8,23.64,992.85
5,11,2011-08-30 00:00:00,-14.8,19.4,21.169,995.69
5,12,2011-08-30 06:00:00,-16.0,20.0,20.14,997.12
5,13,2011-08-30 12:00:00,-16.6,20.4,19.467,996.38
5,14,2011-08-30 18:00:00,-17.4,21.0,19.697,997.71
5,15,2011-08-31 00:00:00,-18.2,21.6,17.642,999.33
5,16,2011-08-31 06:00:00,-18.4,22.0,16.063,1002.3
5,17,2011-08-31 12:00:00,-18.6,22.4,14.068,1004.07
5,18,2011-08-31 18:00:00,-18.6,22.6,12.458,1006.27
5,19,2011-09-01 00:00:00,-18.4,22.8,10.631,1006.45
5,20,2011-09-01 06:00:00,-18.2,23.0,9.517,1008.43
5,21,2011-09-01 12:00:00,-18.0,23.0,9.71,1008.87
5,22,2011-09-01 18:00:00,-17.6,23.2,9.867,1011.27
5,23,2011-09-02 00:00:00,-17.4,23.4,9.799,1009.05
5,24,2011-09-02 06:00:00,-17.8,23.2,10.945,1009.8
5,25,2011-09-02 12:00:00,-18.6,23.2,10.832,1009.87
5,26,2011-09-02 18:00:00,-22.0,25.8,11.073,1010.1
5,27,2011-09-03 00:00:00,-25.0,25.0,7.174,1016.24
5,28,2011-09-03 06:00:00,-30.4,21.4,7.177,1015.11
5,29,2011-09-03 12:00:00,-39.2,19.4,8.149,1014.3
5,30,2011-09-03 18:00:00,-46.0,15.6,9.658,1016.57
6,1,2011-08-18 00:00:00,-7.4,11.2,9.574,1008.9
6,2,2011-08-18 06:00:00,-6.2,11.2,9.951,1005.59
6,3,2011-08-18 12:00:00,-6.6,13.6,8.467,1005.09
6,4,2011-08-18 18:00:00,-8.2,13.4,10.541,1005.41
6,5,2011-08-19 00:00:00,-13.4,11.6,11.319,1008.08
6,6,2011-08-19 06:00:00,-15.4,10.8,10.763,1005.26
6,7,2011-08-19 12:00:00,-15.0,11.6,12.308,1008.4
6,8,2011-08-19 18:00:00,-16.4,10.4,13.137,1007.43
6,9,2011-08-20 00:00:00,-16.0,11.4,13.853,1008.27
6,10,2011-08-20 06:00:00,-18.0,10.6,12.724,1009.03
6,11,2011-08-20 12:00:00,-17.4,11.6,12.966,1008.97
6,12,2011-08-20 18:00:00,-17.0,12.6,12.596,1008.84
6,13,2011-08-21 00:00:00,-17.0,13.4,11.423,1007.07
6,14,2011-08-21 06:00:00,-18.0,13.0,11.768,1010.43
6,15,2011-08-21 12:00:00,-20.0,12.0,12.67,1010.11
6,16,2011-08-21 18:00:00,-19.2,13.6,11.999,1011.49
6,17,2011-08-22 00:00:00,-20.0,13.2,10.676,1008.45
6,18,2011-08-22 06:00:00,-20.2,13.8,10.715,1011.67
6,19,2011-08-22 12:00:00,-23.6,12.0,11.296,1011.12
6,20,2011-08-22 18:00:00,-28.6,11.6,9.209,1012.04
6,21,2011-08-23 00:00:00,-33.0,12.0,9.773,1010.75
6,22,2011-08-23 06:00:00,-33.6,11.6,9.07,1011.99
6,23,2011-08-23 12:00:00,-34.0,11.4,8.097,1011.15
6,24,2011-08-23 18:00:00,-34.2,11.2,9.91,1012.38
6,25,2011-08-24 00:00:00,-34.4,11.2,9.727,1011.5
6,26,2011-08-24 06:00:00,-37.6,13.8,10.149,1012.82
6,27,2011-08-24 12:00:00,-39.4,13.0,9.524,1012.15
6,28,2011-08-24 18:00:00,-40.0,12.6,9.604,1013.18
6,29,2011-08-25 00:00:00,-40.2,13.0,11.371,1011.8
6,30,2011-08-25 06:00:00,-42.6,13.8,11.264,1012.73
6,31,2011-08-25 12:00:00,-43.0,13.4,9.512,1011.28
6,32,2011-08-25 18:00:00,-44.4,13.6,9.611,1012.95
6,33,2011-08-26 00:00:00,-43.4,14.6,10.982,1011.98
6,34,2011-08-26 06:00:00,-42.8,17.2,12.008,1013.4
6,35,2011-08-26 12:00:00,-44.6,17.4,11.788,1012.27
6,36,2011-08-26 18:00:00,-46.2,17.4,11.893,1014.04
6,37,2011-08-27 00:00:00,-47.6,16.6,11.857,1012.75
6,38,2011-08-27 06:00:00,-47.0,17.8,13.631,1013.16
6,39,2011-08-27 12:00:00,-47.8,17.4,14.005,1010.0
6,40,2011-08-27 18:00:00,-47.4,17.6,14.049,1009.41
6,41,2011-08-28 00:00:00,-47.6,18.2,17.145,1006.72
6,42,2011-08-28 06:00:00,-48.2,17.8,18.518,1006.03
6,43,2011-08-28 12:00:00,-48.2,18.2,22.296,1002.16
6,44,2011-08-28 18:00:00,-48.4,18.8,25.615,999.24
6,45,2011-08-29 00:00:00,-48.4,19.4,28.093,994.32
6,46,2011-08-29 06:00:00,-48.6,19.8,31.727,990.62
6,47,2011-08-29 12:00:00,-49.0,20.2,34.288,985.58
6,48,2011-08-29 18:00:00,-49.2,20.6,35.384,984.94
6,49,2011-08-30 00:00:00,-49.4,21.2,38.214,980.0
6,50,2011-08-30 06:00:00,-49.6,21.6,38.877,979.5
6,51,2011-08-30 12:00:00,-49.8,22.0,37.914,979.67
