numtc,step,date,lon,lat,vmax,pmin
1,1,2009-05-31 00:00:00,-73.6,8.2,15.426,1008.38
1,2,2009-05-31 06:00:00,-73.6,8.2,4.698,1009.72
1,3,2009-05-31 12:00:00,-73.6,8.2,13.182,1011.43
1,4,2009-05-31 18:00:00,-73.6,11.2,12.735,1009.06
1,5,2009-06-01 00:00:00,-74.4,11.2,13.419,1008.65
1,6,2009-06-01 06:00:00,-73.6,8.2,4.356,1008.98
1,7,2009-06-01 12:00:00,-73.6,8.6,13.426,1011.17
1,8,2009-06-01 18:00:00,-74.8,11.4,12.908,1007.55
1,9,2009-06-02 00:00:00,-74.4,11.2,15.494,1007.17
1,10,2009-06-02 06:00:00,-74.2,11.2,16.701,1006.91
1,11,2009-06-02 12:00:00,-73.6,11.2,16.472,1007.86
1,12,2009-06-02 18:00:00,-73.6,11.2,14.983,1004.15
1,13,2009-06-03 00:00:00,-74.2,11.2,17.079,1004.32
1,14,2009-06-03 06:00:00,-74.2,11.2,17.625,1005.2
1,15,2009-06-03 12:00:00,-74.4,11.4,15.75,1008.08
1,16,2009-06-03 18:00:00,-74.6,11.6,13.569,1004.09
1,17,2009-06-04 00:00:00,-73.6,8.2,9.935,1004.72
1,18,2009-06-04 06:00:00,-73.6,8.2,15.716,1006.79
1,19,2009-06-04 12:00:00,-70.2,9.8,12.811,1010.67
1,20,2009-06-04 18:00:00,-70.4,9.8,13.271,1005.55
1,21,2009-06-05 00:00:00,-73.6,8.2,15.58,1006.52
1,22,2009-06-05 06:00:00,-73.6,8.2,4.105,1007.45
1,23,2009-06-05 12:00:00,-73.6,8.4,13.163,1009.72
1,24,2009-06-05 18:00:00,-74.4,11.6,12.144,1009.1
1,25,2009-06-06 00:00:00,-75.8,12.0,13.609,1010.55
1,26,2009-06-06 06:00:00,-73.6,11.2,14.95,1009.7
1,27,2009-06-06 12:00:00,-70.0,8.0,6.508,1014.2
1,28,2009-06-06 18:00:00,-67.4,7.0,7.552,1010.13
1,29,2009-06-07 00:00:00,-68.0,7.4,11.964,1011.98
1,30,2009-06-07 06:00:00,-70.2,9.8,13.327,1010.42
1,31,2009-06-07 12:00:00,-74.8,11.4,12.661,1011.04
1,32,2009-06-07 18:00:00,-80.4,12.6,11.632,1009.77
1,33,2009-06-08 00:00:00,-82.2,12.8,10.146,1009.76
1,34,2009-06-08 06:00:00,-83.4,13.0,8.67,1009.62
1,35,2009-06-08 12:00:00,-84.6,13.0,10.346,1010.51
1,36,2009-06-08 18:00:00,-84.0,14.0,9.993,1008.57
1,37,2009-06-09 00:00:00,-85.0,14.0,10.814,1009.72
1,38,2009-06-09 06:00:00,-83.2,14.4,11.466,1009.74
1,39,2009-06-09 12:00:00,-84.2,14.6,9.923,1010.49
1,40,2009-06-09 18:00:00,-85.0,14.4,10.028,1010.05
1,41,2009-06-10 00:00:00,-84.8,14.6,9.622,1009.56
1,42,2009-06-10 06:00:00,-85.8,13.6,7.964,1010.01
1,43,2009-06-10 12:00:00,-86.2,13.0,6.704,1010.28
1,44,2009-06-10 18:00:00,-86.4,12.8,7.147,1008.7
1,45,2009-06-11 00:00:00,-86.2,12.6,7.851,1010.16
1,46,2009-06-11 06:00:00,-86.2,12.2,6.35,1010.47
1,47,2009-06-11 12:00:00,-86.0,12.0,6.43,1009.79
1,48,2009-06-11 18:00:00,-86.0,12.0,6.686,1008.14
1,49,2009-06-12 00:00:00,-86.0,12.0,5.916,1009.37
1,50,2009-06-12 06:00:00,-86.2,11.8,6.909,1009.62
1,51,2009-06-12 12:00:00,-86.4,12.0,8.253,1009.94
1,52,2009-06-12 18:00:00,-86.8,12.4,7.196,1009.39
1,53,2009-06-13 00:00:00,-87.4,12.6,8.928,1009.73
1,54,2009-06-13 06:00:00,-87.8,12.6,10.14,1008.06
1,55,2009-06-13 12:00:00,-88.4,12.8,13.85,1006.99
1,56,2009-06-13 18:00:00,-89.0,13.0,13.469,1006.75
1,57,2009-06-14 00:00:00,-89.8,12.8,15.032,1005.59
1,58,2009-06-14 06:00:00,-90.4,12.6,19.337,1003.36
1,59,2009-06-14 12:00:00,-91.0,12.6,21.132,1000.13
1,60,2009-06-14 18:00:00,-91.8,12.6,24.629,996.84
1,61,2009-06-15 00:00:00,-92.8,12.8,24.974,995.32
1,62,2009-06-15 06:00:00,-93.6,12.2,27.388,990.45
1,63,2009-06-15 12:00:00,-93.8,12.2,30.791,988.04
1,64,2009-06-15 18:00:00,-93.6,12.4,31.637,983.2
1,65,2009-06-16 00:00:00,-93.6,12.6,38.421,975.72
1,66,2009-06-16 06:00:00,-93.0,13.2,45.454,969.01
1,67,2009-06-16 12:00:00,-93.0,14.0,43.25,969.42
1,68,2009-06-16 18:00:00,-93.2,15.2,29.615,987.45
1,69,2009-06-17 00:00:00,-93.4,15.8,18.911,1000.91
1,70,2009-06-17 06:00:00,-93.6,16.0,16.727,1003.9
1,71,2009-06-17 12:00:00,-93.2,16.2,14.467,1005.91
1,72,2009-06-17 18:00:00,-92.8,16.4,12.367,1005.28
1,73,2009-06-18 00:00:00,-92.8,16.4,10.512,1004.79
1,74,2009-06-18 06:00:00,-90.2,16.2,9.601,1004.76
1,75,2009-06-18 12:00:00,-89.6,16.0,12.922,1004.17
1,76,2009-06-18 18:00:00,-88.4,16.0,9.574,1002.88
1,77,2009-06-19 00:00:00,-86.6,17.4,13.192,1003.29
1,78,2009-06-19 06:00:00,-85.4,19.0,24.474,995.18
1,79,2009-06-19 12:00:00,-83.0,22.2,39.894,980.73
1,80,2009-06-19 18:00:00,-82.6,24.0,17.772,1000.03
1,81,2009-06-20 00:00:00,-83.4,27.0,21.651,995.93
1,82,2009-06-20 06:00:00,-82.6,27.8,20.284,998.38
1,83,2009-06-20 12:00:00,-81.4,27.8,12.537,1005.53
1,84,2009-06-20 18:00:00,-81.2,28.2,10.039,1008.34
2,1,2009-06-07 18:00:00,-47.6,5.6,10.934,1010.9
2,2,2009-06-08 00:00:00,-49.2,6.2,11.311,1011.76
2,3,2009-06-08 06:00:00,-48.0,6.6,10.749,1010.71
2,4,2009-06-08 12:00:00,-46.2,6.6,10.616,1012.46
2,5,2009-06-08 18:00:00,-47.6,6.8,11.471,1010.37
2,6,2009-06-09 00:00:00,-51.4,7.2,11.387,1011.47
2,7,2009-06-09 06:00:00,-53.2,7.4,11.675,1010.69
2,8,2009-06-09 12:00:00,-55.0,7.8,11.648,1012.67
2,9,2009-06-09 18:00:00,-56.6,8.0,10.537,1011.27
