numtc,step,date,lon,lat,vmax,pmin
1,1,1975-06-02 18:00:00,-90.0,11.2,21.464,1000.18
1,2,1975-06-03 00:00:00,-90.6,11.2,23.542,995.89
1,3,1975-06-03 06:00:00,-91.0,11.0,26.715,990.23
1,4,1975-06-03 12:00:00,-91.6,11.0,32.229,986.13
1,5,1975-06-03 18:00:00,-92.0,11.0,30.044,985.02
1,6,1975-06-04 00:00:00,-92.4,10.8,29.586,986.86
1,7,1975-06-04 06:00:00,-92.4,11.0,30.898,983.98
1,8,1975-06-04 12:00:00,-92.6,11.4,30.954,983.87
1,9,1975-06-04 18:00:00,-92.8,12.0,37.191,980.07
1,10,1975-06-05 00:00:00,-93.0,12.6,42.466,973.73
1,11,1975-06-05 06:00:00,-93.2,13.6,45.103,967.0
1,12,1975-06-05 12:00:00,-93.6,14.8,39.435,975.66
1,13,1975-06-05 18:00:00,-94.2,16.2,24.948,995.13
2,1,1975-06-13 18:00:00,-68.8,25.4,21.0,1005.0
2,2,1975-06-14 00:00:00,-69.6,26.4,21.718,1006.22
2,3,1975-06-14 06:00:00,-70.0,27.2,20.117,1007.32
2,4,1975-06-14 12:00:00,-70.2,28.0,19.442,1007.47
2,5,1975-06-14 18:00:00,-69.8,29.0,18.197,1008.94
3,1,1975-07-03 12:00:00,-89.0,11.8,23.154,997.48
3,2,1975-07-03 18:00:00,-89.6,11.6,25.253,994.47
3,3,1975-07-04 00:00:00,-90.6,11.8,29.04,989.62
3,4,1975-07-04 06:00:00,-91.2,11.6,33.544,982.9
3,5,1975-07-04 12:00:00,-91.6,11.6,32.864,980.12
3,6,1975-07-04 18:00:00,-91.6,12.0,37.355,976.85
3,7,1975-07-05 00:00:00,-92.0,12.6,42.593,970.99
3,8,1975-07-05 06:00:00,-92.4,13.0,44.16,967.98
3,9,1975-07-05 12:00:00,-93.0,13.6,40.397,968.02
3,10,1975-07-05 18:00:00,-93.4,14.0,40.898,971.05
3,11,1975-07-06 00:00:00,-93.8,14.8,37.471,975.34
3,12,1975-07-06 06:00:00,-94.2,15.4,29.734,984.08
3,13,1975-07-06 12:00:00,-94.4,16.0,21.328,995.21
4,1,1975-08-11 00:00:00,-70.4,21.8,23.362,1001.92
4,2,1975-08-11 06:00:00,-71.0,22.2,27.256,997.39
4,3,1975-08-11 12:00:00,-71.8,22.8,29.321,992.34
4,4,1975-08-11 18:00:00,-72.6,23.4,32.475,985.99
4,5,1975-08-12 00:00:00,-73.6,24.2,37.985,977.78
4,6,1975-08-12 06:00:00,-74.4,24.8,41.393,972.24
4,7,1975-08-12 12:00:00,-75.2,25.4,42.045,969.79
4,8,1975-08-12 18:00:00,-76.0,25.8,47.734,962.58
4,9,1975-08-13 00:00:00,-76.4,26.4,52.433,952.38
4,10,1975-08-13 06:00:00,-77.0,26.8,50.471,954.93
4,11,1975-08-13 12:00:00,-77.2,27.4,53.362,948.29
4,12,1975-08-13 18:00:00,-77.6,27.8,59.03,940.09
4,13,1975-08-14 00:00:00,-77.8,28.6,60.447,938.8
4,14,1975-08-14 06:00:00,-78.0,29.0,59.168,934.09
4,15,1975-08-14 12:00:00,-78.2,29.8,60.219,933.98
5,1,1975-08-14 06:00:00,-35.0,16.0,20.081,1001.68
5,2,1975-08-14 12:00:00,-35.6,16.0,24.505,997.24
5,3,1975-08-14 18:00:00,-36.2,16.0,25.481,995.51
5,4,1975-08-15 00:00:00,-36.6,16.0,25.105,993.81
5,5,1975-08-15 06:00:00,-36.8,16.2,26.899,993.95
5,6,1975-08-15 12:00:00,-37.4,16.4,27.662,991.21
5,7,1975-08-15 18:00:00,-37.6,16.8,28.939,992.44
5,8,1975-08-16 00:00:00,-38.0,17.4,26.863,993.7
5,9,1975-08-16 06:00:00,-38.6,17.8,27.541,996.63
5,10,1975-08-16 12:00:00,-39.2,17.8,26.978,996.56
6,1,1975-08-20 00:00:00,-49.8,22.6,22.829,1006.91
6,2,1975-08-20 06:00:00,-51.6,24.2,24.279,1006.29
6,3,1975-08-20 12:00:00,-53.2,25.8,26.45,1002.94
6,4,1975-08-20 18:00:00,-54.4,27.4,29.543,1001.41
6,5,1975-08-21 00:00:00,-55.2,29.2,31.738,999.48
7,1,1975-08-30 06:00:00,-83.8,17.4,17.142,1003.98
7,2,1975-08-30 12:00:00,-84.6,18.6,18.698,1002.12
7,3,1975-08-30 18:00:00,-85.8,20.2,23.177,999.13
7,4,1975-08-31 00:00:00,-87.2,21.0,21.891,995.74
8,1,1975-08-31 18:00:00,-88.4,21.6,19.727,993.35
8,2,1975-09-01 00:00:00,-88.6,22.0,20.826,991.55
8,3,1975-09-01 06:00:00,-88.8,22.8,24.677,988.26
8,4,1975-09-01 12:00:00,-89.8,23.0,25.569,983.52
8,5,1975-09-01 18:00:00,-90.0,22.8,30.818,978.95
8,6,1975-09-02 00:00:00,-90.4,23.0,36.73,972.41
8,7,1975-09-02 06:00:00,-90.8,23.0,44.76,962.89
8,8,1975-09-02 12:00:00,-91.4,23.2,50.029,953.01
8,9,1975-09-02 18:00:00,-92.0,23.2,56.138,943.08
8,10,1975-09-03 00:00:00,-92.6,23.4,56.868,933.21
8,11,1975-09-03 06:00:00,-93.2,23.4,60.416,922.67
8,12,1975-09-03 12:00:00,-94.0,23.6,65.384,916.46
8,13,1975-09-03 18:00:00,-94.8,23.8,71.068,910.61
8,14,1975-09-04 00:00:00,-96.0,24.0,71.63,907.78
8,15,1975-09-04 06:00:00,-97.0,24.2,70.988,907.9
8,16,1975-09-04 12:00:00,-98.6,24.0,41.604,950.03
9,1,1975-09-05 00:00:00,-66.6,28.4,21.428,1003.86
9,2,1975-09-05 06:00:00,-65.6,28.4,24.763,999.97
9,3,1975-09-05 12:00:00,-65.0,28.4,25.507,997.6
9,4,1975-09-05 18:00:00,-64.2,28.2,27.46,993.59
9,5,1975-09-06 00:00:00,-63.6,28.2,28.78,991.8
9,6,1975-09-06 06:00:00,-63.2,28.2,27.514,990.9
9,7,1975-09-06 12:00:00,-62.8,28.4,30.496,987.14
9,8,1975-09-06 18:00:00,-62.6,28.6,31.776,987.32
9,9,1975-09-07 00:00:00,-62.4,29.2,31.863,987.86
10,1,1975-09-05 18:00:00,-9.2,15.4,22.379,996.92
10,2,1975-09-06 00:00:00,-11.0,16.0,21.288,997.25
10,3,1975-09-06 06:00:00,-12.8,16.4,22.467,994.09
10,4,1975-09-06 12:00:00,-14.2,17.2,26.68,992.0
10,5,1975-09-06 18:00:00,-16.2,18.0,27.069,992.85
10,6,1975-09-07 00:00:00,-17.8,18.6,32.787,986.3
10,7,1975-09-07 06:00:00,-19.4,19.0,36.349,981.37
10,8,1975-09-07 12:00:00,-21.0,19.4,36.771,980.13
10,9,1975-09-07 18:00:00,-22.8,19.8,35.59,987.5
11,1,1975-09-08 06:00:00,-26.2,20.4,29.412,994.59
11,2,1975-09-08 12:00:00,-28.0,20.6,29.781,994.93
11,3,1975-09-08 18:00:00,-29.6,20.8,30.174,994.27
11,4,1975-09-09 00:00:00,-31.2,21.2,32.197,992.56
11,5,1975-09-09 06:00:00,-32.8,21.4,31.416,994.45
11,6,1975-09-09 12:00:00,-34.4,21.8,32.756,992.02
11,7,1975-09-09 18:00:00,-35.6,22.4,34.656,989.8
11,8,1975-09-10 00:00:00,-36.8,23.2,35.752,986.68
11,9,1975-09-10 06:00:00,-37.8,24.2,38.384,984.98
11,10,1975-09-10 12:00:00,-38.8,25.2,38.439,981.26
11,11,1975-09-10 18:00:00,-39.6,26.6,43.587,978.99
11,12,1975-09-11 00:00:00,-40.4,27.8,44.419,974.87
11,13,1975-09-11 06:00:00,-41.2,29.2,44.688,971.93
12,1,1975-09-19 12:00:00,-49.8,11.8,20.34,1004.38
12,2,1975-09-19 18:00:00,-51.2,12.0,24.536,1001.48
12,3,1975-09-20 00:00:00,-52.4,12.2,24.69,999.69
12,4,1975-09-20 06:00:00,-53.8,12.2,27.594,997.75
12,5,1975-09-20 12:00:00,-55.0,12.2,28.614,994.37
12,6,1975-09-20 18:00:00,-56.0,12.4,31.59,990.88
12,7,1975-09-21 00:00:00,-57.2,12.6,32.857,987.93
12,8,1975-09-21 06:00:00,-58.2,12.8,35.158,985.66
12,9,1975-09-21 12:00:00,-59.4,13.0,35.746,986.32
12,10,1975-09-21 18:00:00,-60.4,13.4,37.292,985.0
12,11,1975-09-22 00:00:00,-61.6,13.8,35.387,987.05
12,12,1975-09-22 06:00:00,-62.8,14.0,35.301,986.96
12,13,1975-09-22 12:00:00,-64.2,14.2,37.427,988.66
12,14,1975-09-22 18:00:00,-65.6,14.2,28.98,995.78
13,1,1975-09-24 00:00:00,-73.4,14.8,23.828,1002.03
13,2,1975-09-24 06:00:00,-75.0,15.0,21.942,1003.75
13,3,1975-09-24 12:00:00,-76.4,15.2,21.112,1003.57
