numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1965-06-02 00:00:00,-92.0,15.8,34.33,15.468,1007.47,0.0
1,2,1965-06-02 06:00:00,-86.8,13.2,13.51,11.854,1009.89,0.0
1,3,1965-06-02 12:00:00,-84.6,10.2,11.75,8.641,1010.78,0.0
1,4,1965-06-02 18:00:00,-84.4,10.2,13.27,8.624,1009.49,0.0
1,5,1965-06-03 00:00:00,-84.6,10.2,15.87,9.162,1010.15,0.0
1,6,1965-06-03 06:00:00,-85.8,10.4,16.57,7.574,1011.65,0.0
1,7,1965-06-03 12:00:00,-84.8,10.2,14.08,8.453,1012.05,0.0
1,8,1965-06-03 18:00:00,-84.4,10.2,15.98,8.839,1009.92,0.0
1,9,1965-06-04 00:00:00,-84.6,10.2,17.73,6.196,1011.41,0.0
1,10,1965-06-04 06:00:00,-85.2,9.8,19.11,4.895,1011.5,0.0
1,11,1965-06-04 12:00:00,-85.2,9.8,13.21,7.464,1011.82,0.0
1,12,1965-06-04 18:00:00,-84.4,10.2,18.48,5.459,1009.88,0.0
1,13,1965-06-05 00:00:00,-84.2,10.4,11.37,7.156,1011.08,0.0
1,14,1965-06-05 06:00:00,-80.8,8.8,16.26,9.199,1011.18,0.0
1,15,1965-06-05 12:00:00,-80.8,9.2,12.16,8.496,1011.76,0.0
1,16,1965-06-05 18:00:00,-81.4,8.6,11.45,5.663,1010.16,0.0
1,17,1965-06-06 00:00:00,-83.8,8.8,26.73,8.16,1010.63,0.0
1,18,1965-06-06 06:00:00,-84.4,9.6,12.84,7.204,1010.74,0.0
1,19,1965-06-06 12:00:00,-86.2,10.4,38.24,8.157,1010.99,0.0
1,20,1965-06-06 18:00:00,-86.0,11.0,40.48,8.763,1009.97,0.0
1,21,1965-06-07 00:00:00,-86.2,12.0,29.85,9.099,1010.32,0.0
1,22,1965-06-07 06:00:00,-85.8,12.6,54.56,11.705,1009.5,0.0
1,23,1965-06-07 12:00:00,-85.6,13.8,43.16,14.18,1008.9,0.0
1,24,1965-06-07 18:00:00,-85.8,15.6,32.36,13.319,1008.41,0.0
1,25,1965-06-08 00:00:00,-86.6,15.8,25.2,17.038,1005.63,0.0
1,26,1965-06-08 06:00:00,-88.8,19.2,29.86,16.827,1005.92,0.0
1,27,1965-06-08 12:00:00,-89.0,19.4,40.64,17.16,1006.21,0.0
1,28,1965-06-08 18:00:00,-89.8,20.6,30.29,16.335,1004.72,0.0
1,29,1965-06-09 00:00:00,-91.4,20.2,30.38,15.698,1004.28,0.0
1,30,1965-06-09 06:00:00,-92.0,20.0,29.42,14.216,1002.75,0.0
1,31,1965-06-09 12:00:00,-93.4,21.2,40.04,15.441,1001.8,0.0
1,32,1965-06-09 18:00:00,-94.0,20.8,46.93,17.72,999.96,0.0
1,33,1965-06-10 00:00:00,-91.4,20.8,33.31,18.535,999.51,0.0
1,34,1965-06-10 06:00:00,-91.8,22.6,52.46,20.838,998.69,0.0
1,35,1965-06-10 12:00:00,-93.4,23.6,51.16,20.643,996.35,0.0
1,36,1965-06-10 18:00:00,-94.0,23.8,57.58,18.527,995.74,1.0
1,37,1965-06-11 00:00:00,-94.2,24.6,58.48,18.727,993.86,1.0
1,38,1965-06-11 06:00:00,-94.2,25.4,67.65,21.479,991.68,1.0
1,39,1965-06-11 12:00:00,-94.4,26.6,91.03,25.995,987.21,1.0
1,40,1965-06-11 18:00:00,-94.2,27.2,90.88,25.806,983.61,1.0
1,41,1965-06-12 00:00:00,-93.6,28.0,142.93,30.988,977.55,1.0
1,42,1965-06-12 06:00:00,-93.0,28.6,164.96,35.423,970.44,1.0
1,43,1965-06-12 12:00:00,-92.0,29.2,234.44,38.525,963.22,1.0
2,1,1965-06-29 12:00:00,-79.6,29.8,288.46,35.473,984.66,0.0
2,2,1965-06-29 18:00:00,-80.8,29.6,328.88,37.704,984.67,0.0
2,3,1965-06-30 00:00:00,-82.0,29.2,196.38,18.422,1001.48,0.0
2,4,1965-06-30 06:00:00,-83.2,29.0,107.45,19.677,1004.79,1.0
2,5,1965-06-30 12:00:00,-84.2,29.0,174.34,25.208,998.08,1.0
2,6,1965-06-30 18:00:00,-85.4,28.8,172.87,24.688,998.02,1.0
2,7,1965-07-01 00:00:00,-86.4,28.4,160.91,26.407,998.02,1.0
2,8,1965-07-01 06:00:00,-87.8,28.0,209.4,26.645,992.87,1.0
2,9,1965-07-01 12:00:00,-89.2,27.4,198.06,30.73,991.91,0.0
2,10,1965-07-01 18:00:00,-90.8,27.0,165.16,27.083,994.2,0.0
2,11,1965-07-02 00:00:00,-92.0,26.8,158.98,29.53,993.58,0.0
2,12,1965-07-02 06:00:00,-93.4,26.4,188.52,31.724,990.67,0.0
2,13,1965-07-02 12:00:00,-94.6,26.4,196.58,34.752,985.65,0.0
2,14,1965-07-02 18:00:00,-95.8,26.6,280.5,36.856,978.68,0.0
2,15,1965-07-03 00:00:00,-96.8,26.8,247.27,34.726,982.68,0.0
2,16,1965-07-03 06:00:00,-98.0,27.0,233.94,29.025,991.15,0.0
2,17,1965-07-03 12:00:00,-98.8,27.0,158.68,21.036,999.17,0.0
3,1,1965-06-15 00:00:00,-53.2,6.2,15.36,10.182,1014.35,0.0
3,2,1965-06-15 06:00:00,-53.0,6.4,44.2,9.37,1014.82,0.0
3,3,1965-06-15 12:00:00,-52.6,7.0,32.83,10.053,1013.83,0.0
3,4,1965-06-15 18:00:00,-53.0,7.4,31.18,8.656,1015.15,0.0
3,5,1965-06-16 00:00:00,-54.0,7.4,40.63,10.993,1014.47,0.0
3,6,1965-06-16 06:00:00,-53.4,8.8,40.63,12.001,1014.94,0.0
3,7,1965-06-16 12:00:00,-55.6,9.6,19.42,14.516,1013.81,0.0
3,8,1965-06-16 18:00:00,-58.0,9.8,25.15,13.857,1015.1,0.0
3,9,1965-06-17 00:00:00,-60.2,10.0,25.58,13.12,1012.12,0.0
3,10,1965-06-17 06:00:00,-61.8,10.2,21.57,12.667,1011.9,0.0
3,11,1965-06-17 12:00:00,-63.6,11.0,20.06,12.861,1013.63,0.0
3,12,1965-06-17 18:00:00,-65.4,12.2,20.78,13.58,1014.83,0.0
3,13,1965-06-18 00:00:00,-67.6,13.6,25.01,13.927,1010.5,0.0
3,14,1965-06-18 06:00:00,-69.8,15.0,23.05,13.673,1011.19,0.0
3,15,1965-06-18 12:00:00,-72.0,16.6,21.64,13.018,1011.91,0.0
3,16,1965-06-18 18:00:00,-73.6,18.0,33.86,13.638,1011.18,0.0
3,17,1965-06-19 00:00:00,-74.4,19.6,29.96,10.223,1014.07,0.0
3,18,1965-06-19 06:00:00,-73.8,23.4,12.37,13.443,1013.18,0.0
3,19,1965-06-19 12:00:00,-73.0,23.4,11.8,11.23,1014.44,0.0
3,20,1965-06-19 18:00:00,-71.2,19.6,14.09,12.917,1014.8,0.0
3,21,1965-06-20 00:00:00,-71.0,19.4,20.88,12.416,1013.65,0.0
3,22,1965-06-20 06:00:00,-70.6,19.0,20.16,11.349,1014.64,0.0
3,23,1965-06-20 12:00:00,-71.0,19.4,11.8,11.784,1014.02,0.0
3,24,1965-06-20 18:00:00,-71.4,19.4,12.69,12.979,1014.63,0.0
3,25,1965-06-21 00:00:00,-71.0,19.4,24.12,11.93,1013.36,0.0
3,26,1965-06-21 06:00:00,-71.4,19.4,14.74,11.396,1015.69,0.0
3,27,1965-06-21 12:00:00,-72.0,20.6,11.96,11.852,1014.81,0.0
3,28,1965-06-21 18:00:00,-71.2,19.4,14.69,11.315,1016.2,0.0
3,29,1965-06-22 00:00:00,-71.0,19.4,18.25,11.694,1015.14,0.0
3,30,1965-06-22 06:00:00,-71.2,19.4,16.57,12.338,1015.89,0.0
3,31,1965-06-22 12:00:00,-71.2,19.4,10.5,12.393,1014.92,0.0
3,32,1965-06-22 18:00:00,-71.4,19.4,16.28,12.718,1015.97,0.0
3,33,1965-06-23 00:00:00,-71.4,19.4,18.43,12.827,1015.25,0.0
3,34,1965-06-23 06:00:00,-71.4,19.4,16.61,12.758,1014.83,0.0
3,35,1965-06-23 12:00:00,-71.4,19.4,24.36,12.806,1014.3,0.0
3,36,1965-06-23 18:00:00,-71.4,19.4,27.76,13.106,1014.79,0.0
3,37,1965-06-24 00:00:00,-71.4,19.4,26.96,13.062,1013.85,0.0
3,38,1965-06-24 06:00:00,-71.4,19.4,26.04,13.805,1013.74,0.0
3,39,1965-06-24 12:00:00,-71.4,19.4,25.91,12.707,1013.0,0.0
3,40,1965-06-24 18:00:00,-71.4,19.4,17.02,11.544,1014.12,0.0
3,41,1965-06-25 00:00:00,-70.6,19.0,13.38,11.42,1012.64,0.0
3,42,1965-06-25 06:00:00,-72.4,19.0,12.5,11.59,1013.27,0.0
3,43,1965-06-25 12:00:00,-71.4,19.4,12.44,11.015,1013.16,0.0
3,44,1965-06-25 18:00:00,-71.2,19.4,12.08,11.275,1014.42,0.0
3,45,1965-06-26 00:00:00,-71.4,19.4,16.42,10.695,1013.64,0.0
3,46,1965-06-26 06:00:00,-71.2,19.4,19.31,12.969,1014.2,0.0
3,47,1965-06-26 12:00:00,-71.2,19.4,14.83,11.632,1014.83,0.0
3,48,1965-06-26 18:00:00,-71.4,19.4,12.12,12.795,1015.79,0.0
