numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1964-05-04 06:00:00,-76.4,29.8,70.5,22.864,997.82,1.0
1,2,1964-05-04 12:00:00,-75.2,29.2,61.52,23.954,993.74,1.0
1,3,1964-05-04 18:00:00,-74.2,29.0,78.75,21.547,992.22,1.0
1,4,1964-05-05 00:00:00,-73.4,28.6,81.29,20.902,989.73,1.0
1,5,1964-05-05 06:00:00,-72.4,28.8,84.71,20.969,988.69,1.0
1,6,1964-05-05 12:00:00,-72.2,29.2,86.9,23.065,986.39,1.0
1,7,1964-05-05 18:00:00,-72.0,29.2,117.45,26.845,984.55,1.0
1,8,1964-05-06 00:00:00,-71.8,29.2,131.68,29.242,981.26,1.0
1,9,1964-05-06 06:00:00,-71.8,29.0,137.56,31.852,979.21,1.0
1,10,1964-05-06 12:00:00,-71.4,28.4,137.64,30.878,976.44,1.0
1,11,1964-05-06 18:00:00,-70.4,28.4,146.67,33.577,975.41,1.0
1,12,1964-05-07 00:00:00,-69.0,28.8,188.07,38.295,969.55,1.0
2,1,1964-05-23 00:00:00,-55.0,21.4,14.93,7.683,1016.49,0.0
2,2,1964-05-23 06:00:00,-55.8,21.2,11.38,8.572,1016.73,0.0
2,3,1964-05-23 12:00:00,-53.0,20.8,21.19,9.214,1015.91,0.0
2,4,1964-05-23 18:00:00,-54.0,21.2,32.03,8.601,1016.85,0.0
2,5,1964-05-24 00:00:00,-54.8,21.4,34.22,8.788,1016.18,0.0
2,6,1964-05-24 06:00:00,-55.8,21.2,31.66,9.059,1016.27,0.0
2,7,1964-05-24 12:00:00,-56.8,21.2,25.4,9.475,1015.29,0.0
2,8,1964-05-24 18:00:00,-56.6,21.6,26.25,9.026,1016.23,0.0
2,9,1964-05-25 00:00:00,-54.2,21.8,10.43,7.136,1016.19,0.0
2,10,1964-05-25 06:00:00,-51.6,22.4,17.46,7.681,1016.46,0.0
2,11,1964-05-25 12:00:00,-52.0,23.0,14.74,8.604,1016.12,0.0
2,12,1964-05-25 18:00:00,-51.8,24.6,24.64,10.214,1017.0,0.0
2,13,1964-05-26 00:00:00,-50.8,24.8,46.35,12.96,1016.49,0.0
2,14,1964-05-26 06:00:00,-50.4,25.2,35.5,11.847,1016.59,0.0
2,15,1964-05-26 12:00:00,-51.6,26.0,44.47,10.646,1014.56,0.0
2,16,1964-05-26 18:00:00,-51.2,27.2,46.13,14.775,1014.16,0.0
2,17,1964-05-27 00:00:00,-51.6,28.2,60.82,16.969,1012.15,0.0
2,18,1964-05-27 06:00:00,-52.2,28.2,60.67,17.567,1010.39,0.0
2,19,1964-05-27 12:00:00,-52.8,28.2,50.07,16.787,1008.32,0.0
2,20,1964-05-27 18:00:00,-53.0,27.6,61.28,18.342,1007.95,0.0
2,21,1964-05-28 00:00:00,-52.4,27.4,66.28,15.952,1005.93,0.0
2,22,1964-05-28 06:00:00,-52.4,27.2,71.95,17.627,1005.34,1.0
2,23,1964-05-28 12:00:00,-52.4,27.0,75.3,17.8,1002.62,1.0
2,24,1964-05-28 18:00:00,-52.2,26.8,81.33,17.843,1003.11,1.0
2,25,1964-05-29 00:00:00,-52.0,26.8,84.56,18.386,1001.6,1.0
2,26,1964-05-29 06:00:00,-51.8,27.2,118.32,22.191,998.72,1.0
2,27,1964-05-29 12:00:00,-52.4,27.2,142.45,24.726,994.42,1.0
2,28,1964-05-29 18:00:00,-52.8,27.2,151.68,25.148,993.85,1.0
2,29,1964-05-30 00:00:00,-53.4,27.0,124.48,24.506,996.77,0.0
2,30,1964-05-30 06:00:00,-54.0,26.8,92.56,22.981,1001.84,0.0
2,31,1964-05-30 12:00:00,-54.8,27.0,69.21,21.488,1004.21,0.0
2,32,1964-05-30 18:00:00,-55.4,27.4,52.3,18.521,1008.55,0.0
2,33,1964-05-31 00:00:00,-56.2,28.0,43.5,18.926,1009.9,0.0
2,34,1964-05-31 06:00:00,-55.8,29.0,39.72,17.369,1012.33,0.0
3,1,1964-05-27 06:00:00,-65.0,7.8,31.78,10.207,1010.36,0.0
3,2,1964-05-27 12:00:00,-70.2,10.0,20.82,9.899,1011.15,0.0
3,3,1964-05-27 18:00:00,-75.8,11.0,14.79,8.088,1009.94,0.0
