numtc,step,date,lon,lat,vomax,vmax,pmin,oprel
1,1,1989-03-17 12:00:00,-41.6,21.6,18.68,12.828,1015.31,0.0
1,2,1989-03-17 18:00:00,-43.6,21.2,35.46,12.272,1014.65,0.0
1,3,1989-03-18 00:00:00,-43.6,19.2,20.97,11.76,1013.17,0.0
1,4,1989-03-18 06:00:00,-44.4,19.0,22.22,10.343,1014.61,0.0
1,5,1989-03-18 12:00:00,-44.2,19.0,24.07,9.445,1012.81,0.0
1,6,1989-03-18 18:00:00,-45.2,18.8,19.13,11.989,1015.35,0.0
1,7,1989-03-19 00:00:00,-49.0,21.2,25.03,11.983,1013.81,0.0
1,8,1989-03-19 06:00:00,-49.6,21.4,27.23,12.493,1015.08,0.0
1,9,1989-03-19 12:00:00,-49.8,22.0,40.31,13.559,1013.37,0.0
1,10,1989-03-19 18:00:00,-50.4,22.8,36.01,14.821,1012.92,0.0
1,11,1989-03-20 00:00:00,-50.2,23.8,35.43,15.237,1010.58,0.0
1,12,1989-03-20 06:00:00,-51.2,23.2,34.62,14.597,1010.42,0.0
1,13,1989-03-20 12:00:00,-51.4,23.8,39.63,16.38,1007.37,0.0
1,14,1989-03-20 18:00:00,-51.4,25.8,59.51,19.286,1006.49,0.0
1,15,1989-03-21 00:00:00,-52.0,24.6,50.33,19.107,1002.74,0.0
1,16,1989-03-21 06:00:00,-51.6,24.6,64.11,22.365,999.58,1.0
1,17,1989-03-21 12:00:00,-52.0,24.6,88.71,23.84,995.67,1.0
1,18,1989-03-21 18:00:00,-52.2,24.2,104.92,25.867,994.83,1.0
1,19,1989-03-22 00:00:00,-52.4,24.0,117.61,28.551,992.81,1.0
1,20,1989-03-22 06:00:00,-52.8,24.2,127.69,29.0,992.17,1.0
1,21,1989-03-22 12:00:00,-53.4,24.6,136.44,30.498,986.93,1.0
1,22,1989-03-22 18:00:00,-54.4,24.8,132.58,28.772,986.8,1.0
1,23,1989-03-23 00:00:00,-55.2,25.2,147.3,34.787,982.27,1.0
1,24,1989-03-23 06:00:00,-55.8,25.4,183.47,39.216,976.74,1.0
1,25,1989-03-23 12:00:00,-56.4,25.4,203.44,40.584,972.51,1.0
1,26,1989-03-23 18:00:00,-57.2,25.8,221.35,42.803,971.22,1.0
1,27,1989-03-24 00:00:00,-58.2,25.8,226.35,45.089,968.16,1.0
1,28,1989-03-24 06:00:00,-58.8,25.6,236.54,44.563,970.23,1.0
1,29,1989-03-24 12:00:00,-59.6,25.4,214.78,42.788,972.05,1.0
1,30,1989-03-24 18:00:00,-60.2,25.4,216.82,44.776,971.59,1.0
1,31,1989-03-25 00:00:00,-61.0,25.4,235.37,46.34,970.32,1.0
1,32,1989-03-25 06:00:00,-61.6,25.6,234.19,43.297,971.97,1.0
1,33,1989-03-25 12:00:00,-62.0,25.8,207.99,42.512,971.13,1.0
1,34,1989-03-25 18:00:00,-62.2,26.4,242.17,43.463,969.87,1.0
1,35,1989-03-26 00:00:00,-62.0,27.2,258.22,45.731,967.41,1.0
1,36,1989-03-26 06:00:00,-61.6,28.2,230.59,44.277,966.96,1.0
1,37,1989-03-26 12:00:00,-60.8,28.8,213.51,44.348,963.0,1.0
1,38,1989-03-26 18:00:00,-59.8,29.4,210.96,44.59,961.89,1.0
1,39,1989-03-27 00:00:00,-58.4,29.8,214.22,46.285,959.65,1.0
2,1,1989-07-16 12:00:00,-44.0,29.0,127.05,26.569,1004.85,1.0
2,2,1989-07-16 18:00:00,-45.8,28.8,173.69,29.883,999.25,1.0
2,3,1989-07-17 00:00:00,-47.6,28.8,201.7,33.085,995.87,1.0
2,4,1989-07-17 06:00:00,-49.6,29.0,213.58,36.322,991.35,1.0
2,5,1989-07-17 12:00:00,-51.6,29.4,220.53,36.451,989.86,1.0
3,1,1989-08-03 12:00:00,-78.2,29.4,111.89,22.861,999.26,0.0
3,2,1989-08-03 18:00:00,-78.0,29.0,106.67,23.936,997.61,0.0
3,3,1989-08-04 00:00:00,-78.0,28.6,109.31,23.438,995.95,0.0
3,4,1989-08-04 06:00:00,-78.2,28.2,98.84,24.619,995.19,0.0
3,5,1989-08-04 12:00:00,-79.0,28.0,118.91,24.195,995.15,0.0
3,6,1989-08-04 18:00:00,-79.8,28.0,112.72,24.631,995.19,0.0
3,7,1989-08-05 00:00:00,-80.6,27.8,118.28,21.117,998.99,0.0
3,8,1989-08-05 06:00:00,-81.4,28.0,69.18,17.293,1003.2,0.0
3,9,1989-08-05 12:00:00,-82.0,28.6,54.34,14.472,1007.65,0.0
3,10,1989-08-05 18:00:00,-83.0,28.8,39.7,12.513,1009.01,0.0
3,11,1989-08-06 00:00:00,-83.6,28.0,53.8,12.092,1008.03,0.0
3,12,1989-08-06 06:00:00,-84.4,27.6,54.76,14.073,1006.81,0.0
3,13,1989-08-06 12:00:00,-84.8,27.4,66.87,16.657,1006.1,0.0
3,14,1989-08-06 18:00:00,-84.8,27.6,67.23,18.554,1005.14,0.0
3,15,1989-08-07 00:00:00,-85.4,27.6,42.26,16.496,1004.06,0.0
3,16,1989-08-07 06:00:00,-86.0,27.4,55.32,15.073,1003.34,0.0
3,17,1989-08-07 12:00:00,-86.4,28.0,73.43,19.143,1001.78,1.0
3,18,1989-08-07 18:00:00,-86.6,28.0,60.45,19.085,1001.31,1.0
3,19,1989-08-08 00:00:00,-86.6,28.2,52.68,18.382,999.82,1.0
3,20,1989-08-08 06:00:00,-86.4,28.2,52.3,20.376,998.7,1.0
3,21,1989-08-08 12:00:00,-86.4,28.6,80.36,22.641,996.22,1.0
3,22,1989-08-08 18:00:00,-86.0,29.2,109.82,27.934,991.83,1.0
3,23,1989-08-09 00:00:00,-85.4,29.8,166.22,26.51,988.26,1.0
